id,lyrics completos
11,"como poder confesarle
gritar todo lo que siento
que por dentro estoy muriendo
por un beso suyo
me estoy consumiendo
ni siquiera se imagina
que llena mis pensamientos
y por temor no me atrevo 
a llevarle una rosa
y decirle ""te quiero""
y cuando se acerca me quedo sin fuerzas 
con ganas de amarle
cada noche esta en mis sueños 
y cuando despierto me siento su dueño
como poder abrazarla decirle al oído cuanto la deseo
quiero romper las cadenas del maldito miedo 
un beso quisiera robarle y no puedo
"
12,"Comprendeme mujer tuyo es mi corazón 
Caminar caminar caminar hacia tu lado
Es difícil poniéndome a pensar
Comprendiendo que es toda mi ilusión
Alcanzar a tocar tu corazón 
Caminar caminar caminar ya junto a ti
Es un sueño que cargo en mi existir
Pero puede que se haga realidad
Y andaremos juntitos sin parar
Siendo sacrificio tratándose de ti
No me importa llegar hasta el morir
Pero si te alcanzo que dicha para mi
Al sentirme en tus brazos muy feliz
"
13,"Te quiero demasiado
Para olvidarte en unas horas
¿Por qué me haces daño?
¿Por qué me dejas ahora?
¿Qué no me ves muriendo?
Mi alma se acaba
Y no puedo vivir sin calma
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
¡Pero no no te vayas!
¡No seas cruel con mi corazón!
¡Pero no no te vayas!
¡No me dejes un triste adiós!
Eres lo que amo
Y no acepto que te vayas
Me pierdo en la marea
Y mis lagrimas se acaban
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
¡Pero no no te vayas!
¡No seas cruel con mi corazón!
¡Pero no no te vayas!
¡No me dejes un triste adiós!
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
"
14,"Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Después que te fuiste
Dejando una herida sané (sané)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Me encontré un nuevo amor
Y de tus besos pronto me olvidé (me olvidé)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
[Coro:]
Ya ves que fue fácil encontrar un amor
Que me diera la calma que tu amor no me dio
Ya ves que fue fácil entiéndemelo
Deja que la vida siga su rumbo y busca otro amor
Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Me encontré un nuevo amor
Y de tus besos pronto me olvidé (me olvidé)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
Ya ves que fue fácil encontrar un amor
Que me diera la calma que tu amor no me dio
Ya ves que fue fácil entiéndemelo
Deja que la vida siga su rumbo y busca otro amor [x2]
"
15,"Quize dominar mi corazn pero eh perdido
Crei quitarle la ilusion de esa terrible tentacin 
De estar contigo
Quize dominar mi corazn pero el me trajo
Para contarte la verdad que me la paso en recordar
Tu rostro a diario
Si tienes tu la solucion dimela pronto
Porque por ti mi corazon se vuelve loco
Y no te olvida
Y no te olvida
Y quiero dominarlo y me domina
Y no te olvida
Y no te olvida
Y quiero dominarlo y me domina
Hoy que ya conoces la verdad 
Que me contestas
Pero recuerda porfavor que sufriria mi corazn
Si hay mal respuesta
Si tienes tu la solucion dimela pronto
Porque por ti mi corazon se vuelve loco
Y no te olvida
Y no te olvida
Y quiero dominarlo y me domina
Y no te olvida
Y no te olvida
Y quiero dominarlo y me domina
"
16,"¿cómo poder confesarle?
gritar todo lo que siento
que por dentro estoy muriendo
por un beso suyo me estoy consumiendo
nisiquiera se imagina
que llena mis pensamientos
y por temor no me atrevo
a llevarle una rosa
y decirle te quiero
y cuando se acerca
me quedo sin fuerzas
con ganas de amarle
cada noche esta en mis sueños
y cuando despierto me siento su dueño
¿cómo poder abrazarla?
decirle al oido cuanto la deseo
quiero romper las cadenas
del maldito miedo
un beso quisiera robarle y no puedo
nisiquiera se imagina
que llena mis pensamientos
y por temor no me atrevo
a llevarle una rosa
y decirle te quiero
y cuando se acerca
me quedo sin fuerzas
con ganas de amarle
cada noche esta en mis sueños
y cuando despierto me siento su dueño
¿cómo poder abrazarla?
decirle al oido cuanto la deseo
quiero romper las cadenas
del maldito miedo
un beso quisiera robarle y no puedo
y cuando se acerca
me quedo sin fuerzas
con ganas de amarle
cada noche esta en mis sueños
y cuando despierto me siento su dueño
¿cómo poder abrazarla?
decirle al oido cuanto la deseo
quiero romper las cadenas
del maldito miedo
un beso quisiera robarle y no puedo
"
17,"Quisiera saber si tu alguna vez
has pensado que tu y yo
podemos ser mas que amigos
Si me dices que no
no te lo voy a creer
porque en tus ojos vi la luz
que tu eras mi camino
Y me pasa lo mismo que a ti
cuando te miro no te puedo decir
que te quiero tengo miedo
Miedo que me digas que no
que desprecies a mi amor
que es sincero
Miedo que me digas que si
y no saberte que decir
tengo miedotengo miedo
"
18,"La deje que se fuera 
y que se llevar 
todo mi alegria
No quise detenerla
porque escrito estaba
que se marcharia
Yo senti que mi vida
se quedaba vasia
y no pude hacer nada
Que cosa pude hacer
un hombre enamorado
cuando ya no lo quieren
y que lo ha comprobado
Me quede con el dolor
que me dejo su ausencia
Y llore por su amor
que no tuvo clemencia
La deje que se fuera
hera preferible
a seguir soportando
Desprecios de un querer
que tanto yo adoraba
Y llorando la deje
La deje que se marchara
Me quede con el dolor
que me dejo su ausencia
Y llore por su amor
que no tuvo clemencia
La deje que se fuera
hera preferible
a seguir soportando
Desprecios de un querer
que tanto yo adoraba
Y llorando la deje
La deje que se marchara
"
19,"Ayer tuve toda la ilusion
de entrar en tu corazon
y en tu mente
Vivi varios años tras de ti
pero al fin cuenta me di
que no me quieres
Gracias por haber cobijado mis sueños
gracias por tantos momentos tan bellos
que a tu lado un dia pase
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
Ayer tuve toda la ilusion
de entrar en tu corazon
y en tu mente
Vivi varios años tras de ti
pero al fin cuenta me di
que no me quieres
Gracias por haber cobijado mis sueños
gracias por tantos momentos tan bellos
que a tu lado un dia pase
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
Pero siempre llevame
Pero siempre llevame
Pero siempre llevame
"
20,"Que mas quieres de mi
Si ya todo te di
Te di mi cariño te di mi confianza
Te di mi calor
Que mas quieres de mi
Mi vida te la di
Por tan solo un minuto
Por tan solo un poquito
De tu gran pasion
Y todo para que
Y todo para que
Para que tanto amor
Para que ilusionaste
Para que enamoraste
Mi corazon
Y todo para que
Y todo para que
Si al final yo perdi
Pero no me arrepiento
Si en cada momento
Me hiciste feliz
Que mas quieres de mi
A donde quieres llegar
Que no te has dado cuenta
Que por no mirarte
Me puedes matar
Que mas quieres de mi
Dimelo por favor
Ya no encuentro palabras
No encuentro la forma
De darte mi amor
Y todo para que
Y todo para que
Para que tanto amor
Para que ilusionaste
Para que enamoraste
Mi corazon
Y todo para que
Y todo para que
Si al final yo perdi
Pero no me arrepiento
Si en cada momento
Me hiciste feliz
Y todo para que
"
21,"Te esta doliendo 
El saber que no me tienes 
Ya en tus manos 
Que el amor que me dejaste 
Esta olvidado 
Ves que todo termino 
Y te esta doliendo 
Te esta doliendo 
Que hace tiempo 
Todavia te llamaba 
Que me hacia el aparecido 
Donde andabas 
Que me encuentre tan feliz 
Te esta doliendo 
Te esta doliendo 
Que el insomnio se haya ido de mi cama 
Que me vale ya tu vida 
Y con quien la hagas 
Que me encuentre tan feliz 
Te esta doliendo 
Te esta doliendo 
Que no extrañe 
Tu presencia aqui en mi mesa 
Que quedo en el basurero mi tristeza 
Ves que todo termino 
Y te esta doliendo 
Te esta doliendo 
Que tambien yo pueda ser indiferente 
Tienes miedo de lo que diga la gente 
Que tu orgullo se acabo 
Y te esta doliendo
"
22,"Con el alma en mil pedazos
por el llanto y los fracazos
por lo cruel de tu triacion
Que manera de pegarle un corazon
que siempre te entrego todo su amor
Con la pena de perderte
con una herida de muerte
me dejaste el corazon
Yo que tanto te adoraba 
y que todo te entregaba
Me estoy muriendo de dolor
Con el alma en mil pedazos
voy sufriendo esta condena
voy llorando mi fracazo
recordando a cada rato 
lo feliz que fui con ella
Con el alma en mil pedazos
desangrado voy mi penas
Me voy lleno de coraje 
porque no quiso quedarse
porque no me amo deveras
Con la pena de perderte
con una herida de muerte
me dejaste el corazon
Yo que tanto te adoraba 
y que todo te entregaba
Me estoy muriendo de dolor
Con el alma en mil pedazos
voy sufriendo esta condena
voy llorando mi fracazo
recordando a cada rato 
lo feliz que fui con ella
Con el alma en mil pedazos
desangrado voy mi penas
Me voy lleno de coraje 
porque no quiso quedarse
porque no me amo deveras
"
23,"Como vine a enamorarme de ti
Si me decían tus besos
Te dí todo lo que había en mi
Hasta el último aliento
En las garras de tu corazón
Me tienes como un preso
Torturandome en tu desamor
Atado a tu recuerdo
De tu falso amor
Me he enterado con tu adios
Como vine a caer
Si jamas senti tu amor
Como vine a caer
En las garras de tu corazón
Si tan solo me diste calor
Pero sin amor
Fui un tonto al pensar
Que podría hacerte olvidar
A quien tanto te hizo llorar
Dueño de tu amor
Como vine a caer en las garras de tu corazón
Si sabías que no eras de mi
Tu seguiste el juego
Yo a tu lado me sentía feliz
Y tu con tu recuerdo 
De tu falso amor
Me he enterado con tu adios
Como vine a caer
Si jamas senti tu amor
Como vine a caer
En las garras de tu corazón
Si tan solo me diste calor
Pero sin amor
Fui un tonto al pensar
Que podría hacerte olvidar
A quien tanto te hizo llorar
Dueño de tu amor
Como vine a caer en las garras de tu corazón
"
24,"Tengo ganas de llorar
Siento que voy a sufrir
Porque estoy pensando en ti
Que tormento que dolor
Llevo aqui en mi corazón
Ya no quiero estar asi
Tengo miedo de quererte
Siento que voy a perderte
Quiziera mejor morir
Si tu amor no es verdadero
Si tan solo es un juego
Mejor dejame partir
Tengo ganas de llorar
Siento que voy a sufrir
Porque estoy pensando en ti
Que tormento que dolor
Llevo aqui en mi corazón
Ya no quiero estar asi
Tengo miedo de quererte
Siento que voy a perderte
Quiziera mejor morir
Si tu amor no es verdadero
Si tan solo es un juego
Mejor dejame partir
Si tu amor no es verdadero
Si tan solo es un juego
Mejor dejame partir
"
25,"Que mas quieres de mi
Si ya todo te di
Te di mi cariño te di mi confianza
Te di mi calor
Que mas quieres de mi
Mi vida te la di
Por tan solo un minuto
Por tan solo un poquito
De tu gran pasion
Y todo para que
Y todo para que
Para que tanto amor
Para que ilusionaste
Para que enamoraste
Mi corazon
Y todo para que
Y todo para que
Si al final yo perdi
Pero no me arrepiento
Si en cada momento
Me hiciste feliz
Que mas quieres de mi
A donde quieres llegar
Que no te has dado cuenta
Que por no mirarte
Me puedes matar
Que mas quieres de mi
Dimelo por favor
Ya no encuentro palabras
No encuentro la forma
De darte mi amor
Y todo para que
Y todo para que
Para que tanto amor
Para que ilusionaste
Para que enamoraste
Mi corazon
Y todo para que
Y todo para que
Si al final yo perdi
Pero no me arrepiento
Si en cada momento
Me hiciste feliz
Y todo para que
"
26,"Te quiero demasiado
Para olvidarte en unas horas
¿Por qué me haces daño?
¿Por qué me dejas ahora?
¿Qué no me ves muriendo?
Mi alma se acaba
Y no puedo vivir sin calma
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
¡Pero no no te vayas!
¡No seas cruel con mi corazón!
¡Pero no no te vayas!
¡No me dejes un triste adiós!
Eres lo que amo
Y no acepto que te vayas
Me pierdo en la marea
Y mis lagrimas se acaban
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
¡Pero no no te vayas!
¡No seas cruel con mi corazón!
¡Pero no no te vayas!
¡No me dejes un triste adiós!
¡Pero no no te vayas!
¡No me dejes sin tu amor!
Necesito sentir de nuevo
El fuego de tu pasión
"
27,"Ayer tuve toda la ilusion
de entrar en tu corazon
y en tu mente
Vivi varios años tras de ti
pero al fin cuenta me di
que no me quieres
Gracias por haber cobijado mis sueños
gracias por tantos momentos tan bellos
que a tu lado un dia pase
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
Ayer tuve toda la ilusion
de entrar en tu corazon
y en tu mente
Vivi varios años tras de ti
pero al fin cuenta me di
que no me quieres
Gracias por haber cobijado mis sueños
gracias por tantos momentos tan bellos
que a tu lado un dia pase
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
No me olvides nunca llevame contigo
como tu quieras
como tu mejor amigo
pero siempre llevame
Pero siempre llevame
Pero siempre llevame
Pero siempre llevame
"
28,"Me gustas por coqueta y altanera
me gusta tu mirada insinuante
me gusta todo lo que llevas puesta
y por tu bella forma de menearte
Me gusta ver cómo te vuela el pelo
cuando vas caminando por la calle
y tu aroma se queda por el viento
dándome valor para acompañarte
Me gustas por coqueta y altanera
me gustas por coqueta
cuando guiñes los ojos
haces que pierda la cabeza
Te gusta que te admire todita la gente
te digan que eres linda y se te sube a la mente
que tienes cara de ángel y figura divina
y que de todo el barrio eres la más bonita
Me gustas por coqueta y altanera
me gustas por coqueta
cuando guiñes los ojos
haces que pierda la cabeza
Me gustas por coqueta y altanera
me gusta tu mirada insinuante
me gusta todo lo que llevas puesta
y por tu bella forma de menearte
Me gusta ver cómo te vuela el pelo
cuando vas caminando por la calle
y tu aroma se queda por el viento
dándome valor para acompañarte
Me gustas por coqueta y altanera
me gustas por coqueta
cuando guiñes los ojos
haces que pierda la cabeza
Te gusta que te admire todita la gente
te digan que eres linda y se te sube a la mente
que tienes cara de ángel y figura divina
y que de todo el barrio eres la más bonita
Me gustas por coqueta y altanera
me gustas por coqueta
cuando guiñes los ojos
haces que pierda la cabeza
cuando guiñes los ojos
haces que pierda la cabeza
cuando guiñes los ojos
haces que pierda la cabeza
cuando guiñes los ojos
haces que pierda la cabeza
"
29,"Parece que no pero las penas matan
parece que no pero las penas acaban
parece que no porque me ven cantando
parece que no pero si estoy llorando
hoy me toco perder 
hoy no pude ganar
traigo un dolor en mi alma 
que conmigo va a acabar
la ingrata se me fue
por otro me dejo
no vuelvo a enamorarme
ni a creer en el amor
de que sirvió quererla más
de haberle dado el corazón
si solo fui una diversión 
para su alma
hoy lloraré en mi soledad
pues es mejor que lamentar
porque en las cosas del amor
las penas matan
hoy me toco perder 
hoy no pude ganar
traigo un dolor en mi alma 
que conmigo va a acabar
la ingrata se me fue
por otro me dejó
no vuelvo a enamorarme
ni a creer en el amor
de que sirvió quererla más
de haberle dado el corazón
si solo fui una diversión 
para su alma
hoy lloraré en mi soledad
pues es mejor que lamentar
porque en las cosas del amor
las penas matan
parece que no porque me ven cantando
parece que no pero si estoy llorando
"
30,"En donde pisas tu
Ni la hierba crece
A quien le das tu amor
El alma le entristeces
¿como te fui a querer
Y a entregarte mis besos?
Si solo sabes dar
Si solo sabes dar
Al corazon desprecios
Pero siguele
Siguele y siguele
Siguele y siguele
Destrozando amores
Destrozando amores
Destrozando amores
Con puras traiciones 
Pero siguele
Siguele y siguele
Siguele y siguele
Burlandote a todos
Burlandote a todos
Burlandote a todos
Con tus ambiciones
En donde pisas tu
Se destruye el camino
Como cosa del mar
Se destruyen los nidos
Yo que te di mi amor
Todo a cambio de nada
Y ahora sin piedad
A cambio de ese amor
Me partes el alma
Pero siguele
Siguele y siguele
Siguele y siguele
Destrozando amores
Destrozando amores
Destrozando amores
Con puras traiciones
Pero siguele
Siguele y siguele
Siguele y siguele
Burlandote a todos
Burlandote a todos
Burlandote a todos
Con tus ambiciones
"
31,"La mentira que a ti te dijieron
Nos a separado
Te lo juro por mi madre santa
Que no soy casado
Esa gente que platica tanto
Pierde la amistad
La mentira que a ti te dijieron
Juro que no es verdad
Tu te fuiste no dijiste nada
Eso es sin razon
Me dejaste muy enamorado
A mi corazon
Algun dia quiera Dios que sepas
Toda la verdad
La mentira que a ti te dijieron
Juro que no es verdad
Tu te fuiste no dijiste nada
"
32,"Mujer me haz robado la calma 
tu te adueñaste d mi alma 
contigo lo tuve todo 
hoy sin ti no tengo nada 
Me duele recordar esos tiempos 
recuerdos q son inolvidables 
q suerte tengo q aguantarme 
este herida q dejas al marcharte 
Este amor q comenzamos 
no se puede terminar 
no me causes mas heridas 
q no las pueda aguantar 
Me voy d ti ya me despido 
muy triste por q no encuentro olvido 
a tu amor y a tus caricias 
q cruel fue tu castigo 
Este amor q comenzamos 
no se puede terminar 
no me causes mas heridas 
q no las pueda aguantar 
Me voy d ti ya me despido 
muy triste por q no encuentro olvido 
a tu amor y a tus caricias 
q cruel fue tu castigo
"
33,"Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Después que te fuiste
Dejando una herida sané (sané)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Me encontré un nuevo amor
Y de tus besos pronto me olvidé (me olvidé)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
[Coro:]
Ya ves que fue fácil encontrar un amor
Que me diera la calma que tu amor no me dio
Ya ves que fue fácil entiéndemelo
Deja que la vida siga su rumbo y busca otro amor
Dejé que la vida
Siguiera su rumbo ya ves (ya ves)
Me encontré un nuevo amor
Y de tus besos pronto me olvidé (me olvidé)
Y ahora tú
Quieres quedarte aquí
Pero ya lo ves
Estoy mejor sin ti
Ya ves ya ves
Ya ves que fue fácil encontrar un amor
Que me diera la calma que tu amor no me dio
Ya ves que fue fácil entiéndemelo
Deja que la vida siga su rumbo y busca otro amor [x2]
"
34,"Como vine a enamorarme de ti
Si me decían tus besos
Te dí todo lo que había en mi
Hasta el último aliento
En las garras de tu corazón
Me tienes como un preso
Torturandome en tu desamor
Atado a tu recuerdo
De tu falso amor
Me he enterado con tu adios
Como vine a caer
Si jamas senti tu amor
Como vine a caer
En las garras de tu corazón
Si tan solo me diste calor
Pero sin amor
Fui un tonto al pensar
Que podría hacerte olvidar
A quien tanto te hizo llorar
Dueño de tu amor
Como vine a caer en las garras de tu corazón
Si sabías que no eras de mi
Tu seguiste el juego
Yo a tu lado me sentía feliz
Y tu con tu recuerdo 
De tu falso amor
Me he enterado con tu adios
Como vine a caer
Si jamas senti tu amor
Como vine a caer
En las garras de tu corazón
Si tan solo me diste calor
Pero sin amor
Fui un tonto al pensar
Que podría hacerte olvidar
A quien tanto te hizo llorar
Dueño de tu amor
Como vine a caer en las garras de tu corazón
"
35,"Fui el mejor postor
Para tu falso amor
Son cosas del ayer
Que me atormentan hoy
El llanto solo fue
Por causa de mi error
Apendí a llorar
Pero no a rogar
Vete ya
Vete ya
Ofrece tu amor
No me causes más dolor
Vete Ya
Vete Ya
Te lo vuelvo a repetir
Lo tendré  que admitir
Me equivoqué contigo
El llanto solo fue
Por causa de mi error
Aprendí a llorar
Pero no a rogar
Vete ya
Vete ya
Ofrece tu amor
No me causes más dolor
Vete ya
Te lo vuelvo repetir
Lo tendré que admitir
Me equivoque contigo
Me equivoque contigo
Me equivoque contigoooo
"
36,"Muchachita ya no eres un niña mas
Si enamoras si puedes amar
Ya no temas nunca mas 
Muchachita yo te quiero cada dia mas
Te lo juro y lo puedo sellar con beso justo a sar
Se muy bien que te diran
Que eres joven para amar
Pero el primer amor no tiene edad
Dicen que quererte mucho no me servira de nada
Tu mi primer amor llenaste de illuccion a mi pobre corazon
Muchachita yo te quiero cada dia mas
Te lo juro y lo puedo sellar con beso justo a sar
Se muy bien que te diran
Que eres  joven para amar
Pero el primer amor no tiene edad
Dicen quererte mucho no me servira de nada
Enamorado estoy y por primaera vez siento un nuevo calor
"
37,"Eres tu la droga de mi cuerpo
Y dejarte ya no puedo
Porque eres de mi sangre
Una gran necesidad
Que no puedo calmar
Aunque seas prohibida en sociedad
Puedes acabar hasta mi vida
Inyectandome a escondidas
Porque no puedo evitarlo
Que de ti miedo me da
Cuando te llego a amar
Una sobredosis me pueda matar
Eres mi droga eres mi vicio
Entre mi sombra
Tantas cosas me provocas
Cuando hacemos el amor
Eres peligro eres un mal eres veneno
Amante pasion de fuego
Que consume mi interior
Mis venas ya las tengo que inyectar
De ti yo necesito mas
Puedes acabar hasta mi vida
Inyectandome a escondidas
Porque no puedo evitarlo
Que de ti miedo me da
Cuando te llego amar
Una sobredosis me pueda matar
Eres mi droga ere mi vicio
Entre mi sombra
Tantas cosas me provocas cuando 
Hacemos el amor
Eres peligro eres un mal eres veneno
Amante pasion de fuego 
Que consume mi interior
Mis venas ya las tengo que inyectar
De ti yo nesesito mas
[repetir 2 veces]
Eres mi droga
"
