song_id,title,artist,album,release_date,genius_url,media_url,lyrics
108,Carmin,León Larregui,Solstis - De León Larregui,2012-08-21,https://genius.com/Leon-larregui-carmin-lyrics,http://www.youtube.com/watch?v=MmjJyqrkbso,"[Verso 1]
No encuentro sentido, amor
Que me alejes más de ti
Yo sé que me extrañas
Y que te hace falta mi calor
Te hace falta mi calor
[Verso 2]
No encuentro sentido, amor
Que me alejes más de ti
Yo sé que me amas
Y que te hace falta mi amor
[Coro]
Te extraño tanto
Que me vuelvo gris
Te extraño tanto
Que me ahogo en aguas de carmín
Te extraño tanto
Que me vuelvo gris
Te extraño tanto
Que me ahogo en aguas de carmín
[Verso 3]
No encuentro sentido, amor
Que me alejes más de ti
Sé que me echas de menos
Y que te hace falta mi calor
Te hace falta mi calor
[Coro]
Te extraño tanto
Que me vuelvo gris
Te extraño tanto
Que me ahogo en aguas de carmín
Te extraño tanto
Que me vuelvo gris
Te extraño tanto
Que me ahogo en aguas de carmín
[Outro]
Y junto al río me fui a llorar
Al mar que se lleva mis penas
Y junto al río me fui a llorar
Al mar que se lleva mis penas
Y junto al río me fui a llorar
Al mar que se lleva mis penas"
109,Souvenir,León Larregui,Solstis - De León Larregui,2012-08-21,https://genius.com/Leon-larregui-souvenir-lyrics,http://www.youtube.com/watch?v=KeBLi6AqHSw,"[Verso 1]
Y así fue que me olvide de mí
Tratando de hacerte feliz
Y en el intento, me perdí
Y me dio miedo la distancia
De no ser bueno para ti
Y a un precipicio, me tiré
[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Oh, cuando le buscas siempre fuera de ti
[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras
[Verso 2]
Y dices que no estabas lista
Que no debiste continuar
Pero ya es tarde pa' volver
Y fueron tantas las palabras
Mil promesas a la vez
Habrá ilusiones huérfanas
[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Cuando lo buscas siempre fuera de ti
Oh, me dices que soy un ser especial, oh-oh-oh
Oh, pero me haces sentir como un vil souvenir
[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras
[Pre-Coro]
Oh, no existe el amor
No existe el amor, oh-oh-oh
Cuando lo buscas siempre fuera de ti
Oh, me dices que soy un ser especial, oh-oh-oh
Oh, pero me haces sentir como un vil souvenir
[Coro]
Un vil souvenir
Tu tesoro, un pedazo de ayer
Mejor así, sin engaños ni mentiras
[Outro]
Ta-ra-ra-ra-ra
Ta-ra-ra, ta-ra-ra"
110,Como Tú (Magic Music Box),León Larregui,Solstis - De León Larregui,2012-07-09,https://genius.com/Leon-larregui-como-tu-magic-music-box-lyrics,http://www.youtube.com/watch?v=P1-891_aOKY,"[Intro]
One
Two
One, two, three, four
[Pre-Coro]
Y a mí me gustan como tú
Rebeldes y obstinadas
Con ese glamour celestial
De nubes en los pies
Misteriosas como el mar
[Verso 1]
Me gusta el tiempo de tu swing
Me gusta cómo bailas
Elegante ultra sensual
Vampira natural
Te vuelves una con la noche
[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar
[Pre-coro]
Y a mí me gustan como tú
Rebeldes y obstinadas
Con ese glamour celestial
De nubes en los pies
Misteriosas como el mar
[Verso 2]
Y el sonido de tu voz
La luz de tu mirada
Elegante ultra sensual
Vampira natural
Te vuelves una con la noche
[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar
[Break Instrumental]
[Coro]
Me robaste el corazón
Secuestraste la razón
En ese magic music box
Y me haces rodar y rodar
[Coro]
Me robaste el corazón
Secuestraste mi razón
En ese magic music box
Y me haces rodar y rodar"
111,Resistolux,León Larregui,Solstis - De León Larregui,2012-08-21,https://genius.com/Leon-larregui-resistolux-lyrics,http://www.youtube.com/watch?v=jOiqGIxa8tg,"[Intro]
""Compañeros de Comité de 1968
Antes de dar paso, verdad, [?] en nombre de los jóvenes del '68, quiero recordar a otro joven que no hoy está en nuestras filas.""
[Verso 1]
Tú sabes que hacer
Tú sabes que hacer por un mundo mejor
No hay destino real
Se trata de cómo lo viajas, mi amor
[Pre-coro]
Abre la puerta, el amor no se guarda
Grito de luz, marchando en el cielo del amanecer
Tú sabes de qué hablo
Es el fuego del alma, mi amor
[Coro]
Resistolux, tú tienes el poder
Resistolux, mi amor
Resistolux, tú tienes el poder
Que caigan los tiranos
[Verso 2]
Tú sabes qué hacer
Tienes que luchar por eso que tú quieres
No hay destino real
Se trata de cómo lo viajas, mi amor
[Pre-coro]
Abre la puerta, el amor no se guarda
Tú sabes de qué hablo
Es el fuego del alma, mi amor
[Coro]
Resistolux, tú tienes el poder
Resiste a los tiranos
Resistolux, tú tienes el poder
Que caigan los tiranos"
112,​no es x ti,Humbe,ENTROPÍA,2021-03-12,https://genius.com/Humbe-no-es-x-ti-lyrics,http://www.youtube.com/watch?v=TnDBChRCZDo,"[Verso]
Y con el tiempo me doy cuenta
Que ya no te necesito
Y no me siento tan solito
Ni siquiera un poquito
[Coro]
Gritando ""Adiós""
Fue como yo me despedí de ti
Dejaste ya la mesa puesta
Y no cenaste aquí
Y no confundas mi dolor
Con un punto a tu favor
Que si lloro no es por ti
Es por esta canción
[Puente]
(Por esta canción)
(Por esta canción)
(Por esta canción)
(Por esta canción)
[Coro]
Gritando ""Adiós""
Fue como yo me despedí de ti
Dejaste ya la mesa puesta
Y no cenaste aquí
Y no confundas mi dolor
Con un punto a tu favor
Que si lloro no es por ti
Es por еsta canción"
113,DILO CANTANDO,Humbe,AURORA,2021-11-11,https://genius.com/Humbe-dilo-cantando-lyrics,http://www.youtube.com/watch?v=cajEy3FiPcY,"Ve cómo tu pulso se va acelerando
Y dilo cantando como soldado
Deja de buscar el momento indicado
Y dilo cantando, dilo cantando
Ve cómo tu pulso se va acelerando
Y dilo cantando como soldado
Deja de buscar el momento indicado
Yo prefiero paz
A tener
Otro amigo falso más
Yo jamás
Te podría encajar cuchillos
Por detrás
Ojalá
Te des cuenta de quien te ayudará
En el final
Queda tu familia y unos cuantos más
Y verán
Cómo escalas         cómo brillas al cantar
Cómo el niño solitario
Comenzó a representar
Voy a tratar
Que la gente ya no juzgue sin mirar
Quе te quieran por ser tú
Y no por todo lo matеrial
Tengo en mente que me falta mucho que aprender
Que en la mesa de los gran  des no puedo comer
Que no soy perfecto y que no todo es poder
Que lo más preciado me lo dieron al nacer
Y dilo cantando, dilo cantando
Ve cómo tu pulso se va acelerando
Y dilo cantando como soldado
Deja de buscar el momento indicado
Y dilo cantando, dilo cantando
Ve cómo tu pulso se va acelerando
Y dilo cantando como soldado
Deja de buscar el momento indicado
Yo prefiero paz
No-no quiero nada más
Yo prefiero paz
No quiero nada más
Yo prefiero paz
No-no quiero nada más
Yo prefiero    paz
No quiero nada más
¡Yo prefiero paz!
Y dilo cantando, dilo cantando
(Yo prefiero paz)
Ve cómo tu pulso se va acelerando
Y dilo cantando, como soldado
Deja de buscar el momento indicado"
114,AMOR DE CINE,Humbe,AURORA,2021-11-11,https://genius.com/Humbe-amor-de-cine-lyrics,http://www.youtube.com/watch?v=4O1CNtVG7s8,"[Verso 1]
Del nervio me puse a temblar
No me esperaba esto, es difícil de olvidar
Y no me quejo de que me hables a las tres
Yo encantado de poderte atender
Amarrado en tus besos y en tu piel
Encantado por todo ese poder
[Coro]
Y ay, mi amor, por favor dime
Cuál es la receta para hacerte el amor
Que nunca olvides
Que volver a vernos sea algo tentador
Amor de cine
Eres como el agua en un día de calor
Ay, mi amor, ya no estés triste
Yo te doy el tiempo que tú necesites
Sean horas, cientas, miles
A tu honor preparo mil desfiles
Pero para ti no existe
Contigo no hay canciones tristes
Gasolina pa' mi motor
Somos uno y somos dos
[Post-Coro]
Somos dos
Somos dos
Somos dos
Somos, somos
Somos dos
Somos dos, uh
[Verso 2]
Y si fueras mía
Te llenaría todo el día de sonrisas
Hasta en mis sueños tu boca presumiría
¿Quién diría a dónde llegaría?
Y porque fueras mía
Mi alma al diablo yo seguro vendería
Diez mil kilómetros descalzo correría
Todo daría porque fueras mía
[Coro]
Y ay, mi amor, por favor dime
Cuál es la receta para hacerte el amor
Que nunca olvides
Que volver a vernos sea algo tentador
Amor de cine
Eres como el agua en un día de calor
Ay, mi amor, ya no estés triste
Yo te doy el tiempo que tú necesites
Sean horas, cientas, miles
A tu honor preparo mil desfiles
Pero para ti no existe
Contigo no hay canciones tristes
Gasolina pa' mi motor
Somos uno y somos dos
[Coro]
Y ay, mi amor, por favor dime
Cuál es la receta para hacerte el amor
Que nunca olvides
Que volver a vernos sea algo tentador
Amor de cine
Eres como el agua en un día de calor
Ay, mi amor, ya no estés triste
Yo te doy el tiempo que tú necesites
Sean horas, cientas, miles
A tu honor preparo mil desfiles
Pero para ti no existe
Contigo no hay canciones tristes
Gasolina pa' mi motor
Somos uno y somos dos"
115,QUÍTAME LAS ALAS,Humbe,AURORA,2021-11-11,https://genius.com/Humbe-quitame-las-alas-lyrics,http://www.youtube.com/watch?v=iA4Qk4ZnSYI,"[Intro]
Porque la gente me dice: Tú nunca va’ a triunfar
Quítame las alas y veme volar
Oh-oh-oh-oh-oh
Somos tan transparentes debajo del mar
Tan vulnerables ya sin respirar
[Verso 1]
Te dejo confesarme
Tus cosas contarme
Después de dañarme
A besos sanarme-he-he-he
[Verso 2]
Este es mi testimonio y con mis demonios
Yo te lo canto no soy un santo
Aquí no hay pacto no es para tanto
Es como y cuando dime cuánto
[Coro]
Putiza aguanto
Porque la gente me dice: Tú nunca va’ a triunfar
Quítame las alas y veme volar, oh-oh-oh-oh
Somo tan transparentes debajo del mar
Tan vulnerables ya sin respirar, oh-oh-oh-oh
[Solo]
No tengo nada que pueda perder
Nada que quiera esconder
Un amor que se siente
Un delito es amor infinito de mí
[Verso 3]
Solo de mí
Porque solo estoy yo
Se aprovechan de mí
Y si me clasifican
No se identifican
La gente critica
No importa, yo sé
[Coro]
Que aunque la gente me diga
Tú nunca va’ a triunfar
Quítenme las alas y véanme volar
Somos tan transparentes debajo del mar
Tan vulnerables ya sin respirar"
116,POPULAR,Humbe,AURORA,2021-10-08,https://genius.com/Humbe-popular-lyrics,http://www.youtube.com/watch?v=z5lBdrHRZfY,"Nadie te juzga al brillar
No existe jerarquía pa’ hablar
Pura raza original
Papá me enseñó a pelear
Me dijo que la injusticia se tiene que pagar
Me dio alas pa’ volar
Me dijo: Cuídalas bien que  se pueden quebrar
Mamá me enseñó a cantar
De lo más alto a lo bajo nunca terminar
Nunca fracasar
Nunca voy a parar
En esta escuela no hay más popular
Nadie te juzga al brillar
No existe jerarquía pa’ hablar
Pura raza original
En esta e  scuеla no hay más popular
Y de perdido no estoy solo
Yo no sigo еl protocolo
Pero no lo tengo todo
No lo tengo todo
Pero no soy otra aguja en el pajar
En las olas de la música
Yo no busco surfear
Yo ya tengo mi lugar
Piso firme y no en el   mar
Esto es familiar nada mal
Un poco radical informal
Nada especial
Yo solo escucho música para pasarla bien
No tiene nada de malo sentirse un poco bien
De risa en risa me pega la canción
Dulce imaginación
Nada en comparación
Qué es  esta sensación
Es un dulce temblor
Es pedir la champaña en la 32
Es una bendición
Es una nueva edición de mí
De mí
En esta escuela no hay más popular
Nadie te juzga al brillar
No existe jerarquía pa’ hablar
Pura raza original"
117,últimamente,Humbe,AURORA,2021-11-11,https://genius.com/Humbe-ultimamente-lyrics,http://www.youtube.com/watch?v=qBXPbHNFPqQ,"[Intro]
¡Uh! ¡Uh! ¡Uh!
¡Uh! ¡Uh!
[Coro]
Últimamente, no he sido yo
El pordiosero que pide amor
Buscando solo tu corazón
Probablemente no sea yo
Quien va a llevarte a tu lugar
Lugar con tanta felicidad
[Post-Coro]
Dile qué sientes, dile qué tramas
Cómo te mueves, cómo te llamas
Dile que lo amas
Nunca te quedes con las ganas
Que te duela la cara de las carcajadas
Quiero que esa persona te haga feliz a miradas
[Verso 1]
Dios te bendiga en toda tu vida
Cómo quisiera poder compartirla
Pеro no tengo lo que necеsitas
No tengo lo que amerita
Si pudiera, te llevaría hasta arriba
[Coro]
Y últimamente, no he sido yo
El pordiosero que pide amor
Buscando solo tu corazón
Probablemente no sea yo
Quien va a llevarte a tu lugar
Lugar con tanta felicidad
[Verso 2]
Porque últimamente yo no he estado muy presente
Y últimamente, no he salido de mi mente
Es evidente que yo he estado diferente
Que no fue un accidente
Que he cambiado a ser más fuerte
A veces no me siento yo
Es ansiedad, inseguridad
Buscando mi propia identidad
Tranquilidad, tengan piedad
[Coro]
Y últimamente, no he sido yo
El pordiosero que pide amor
Buscando solo tu corazón
Probablemente no sea yo
Quien va a llevarte a tu lugar
Lugar con tanta felicidad
[Post-Coro]
Dile qué sientes, dile qué tramas
Cómo te mueves, cómo te llamas
Dile que lo amas
Nunca te quedes con las ganas
Que te duela la cara de las carcajadas
Quiero que esa persona te haga feliz a miradas"
118,MANIFIESTO,Humbe,AURORA,2021-11-11,https://genius.com/Humbe-manifiesto-lyrics,http://www.youtube.com/watch?v=pb3_39_1MjA,"[Coro]
Hoy desperté contento y listo pa' triunfar
Todo parece estar perfecto, en su lugar
Liberándome de lo superficial
Aprendiendo que si cuesta, va a durar
[Verso 1]
Tengo años de no sentirme igual
Mucho tiempo tuve que desperdiciar
Pa' poder entender que la vida es un tren
Que uno escoge su papel
Que te jodes si te dejas joder
[Verso 2]
Todo me cambió, los ojos me abrió
Darme cuenta que no siempre existe un premio mayor
Que lo tengo todo justo donde estoy
Un par de abrazos que los tuve ayer y hoy
Me ponen mejor cuando estoy peor
Me hacen brillar cuando el brillo no está
Cuando hay que callar, en mi mente cantar
[Coro]
Hoy desperté contento y listo pa' triunfar
Todo parece estar perfecto, en su lugar
Liberándome de lo superficial
Aprendiendo que si cuesta, va a durar (A durar, a durar)
[Verso 3]
A veces pienso
¿Cómo lo voy a lograr?
¿Dónde me voy a encontrar?
¿Qué haría para mejorar?
¿Y cuándo por fin podré celebrarme?
Por fin curarme y levantarme de este desmadre
¿Con qué medicina me voy a sanar?
¿Con cuál de estos besos podré mejorar?
¿A qué rapidez no podré frenar?
¿Podré ganar?
[Puente]
Es difícil no dejarlo todo en la batalla
Es más difícil saber quién va a llorar cuando me vaya
Tenemos que aceptar que nada de esto es para siempre
Y que los días más felices todavía están de frente
[Coro]
Hoy desperté contento y listo pa' triunfar
Todo parece estar perfecto, en su lugar
Liberándome de lo superficial
Aprendiendo que si cuesta, va a durar
[Outro]
Va a durar, va
Yeah, va, no"
119,​​​si mañana comienza sin mí,Humbe,AURORA,2021-11-21,https://genius.com/Humbe-si-manana-comienza-sin-mi-lyrics,http://www.youtube.com/watch?v=tdQQUTEl75k,"Dile a todos que los amo
Si de algo le puede servir
Dile a mi madre que la extraño
Si mañana comienza sin mí
Llévame hasta Florencia
Y pido no llores por mí
Y que aprendas de mi ausencia
Si mañana comienza sin mí
No te atrevas a volver
Me volverás a ver
Corazón de papel
Si mañana no despierto
No dudes en dejar mi vela encendida
Mantenme cerca de tu herida
Esta no еs una despedida
No llores, no tеmas
Todo va a estar bien
Me está cuidando mi abuelo Rafael
En las nubes jugando ajedrez floreciendo, tal vez
Me vuelvo mejor cada vez
Cada vez
Cada vez
Si mañana no despierto
Recuerda y vive el momento
La vida es solo un sentimiento
Que viene y viaja con el viento"
120,CÓMO RESPIRAR???,Humbe,AURORA,2021-10-28,https://genius.com/Humbe-como-respirar-lyrics,http://www.youtube.com/watch?v=Y2roqVXQlsY,"[Verso 1]
Va cayendo el polvo en su lugar
La tormenta que nunca vimos llegar
Va cediendo mi oxígeno y mi voluntad
Va quebrando mi voz al tratar de cantar
[Pre-Coro]
Me persiguen los momentos
Me olvidé de cómo respirar
[Coro]
¿Cómo respirar?
Si te voy a extrañar en el mismo lugar
Donde nos besamos y encontramos
Nos juramos siempre amarnos
Y no, ya no
[Verso 2]
Y perdí mi corazón, palpitaba con tu voz
No recuerdo las palabras que dijiste cuando estabas en la habitación
Yo perdí mi corazón, ya no hay frío ni calor
Solo quedan esas voces caminando por las noches
Todas las noches
[Pre-Coro]
Me pеrsiguen los momentos
Me olvidé dе cómo respirar
[Coro]
¿Cómo respirar?
Si te voy a extrañar en el mismo lugar
Donde nos besamos y encontramos
Nos juramos siempre amarnos
Y no, ya no
[Outro]
Perdí mi corazón"
121,AURORA,Humbe,AURORA,2021-11-21,https://genius.com/Humbe-aurora-lyrics,http://www.youtube.com/watch?v=LoBOGl1GAG4,"[Verso 1]
Me duele el pecho por nunca confesarte
Por ser amargo, por no ser tan constante
Por no decirte que te amo a cada instante
[Pre-Coro]
Hoy brindo por tenerte aquí
Por verte sonreír por mí
Por darme ganas de vivir
Y por todo lo que aprendí
Yo te digo todo, no me quiero arrepentir
Que el día que te vayas, que tengas que partir
No sé qué va a ser de mí
Dime qué será de mí
Desde que hiciste mi corazón latir
O desde que me empezaste a vestir
[Coro]
Quiero abrazarte y gritar ""Amén""
Que por fin, al fin, yo te encontré
Yo te encontré
Correr hasta que duelan los pies
Y decir ""No te vuelvo a perder, no otra vez""
[Verso 2]
Gracias por tu esfuerzo y por tu amor
Por no dudar en darnos lo mejor
Por ser nuestro defensor
Protegernos de todo el dolor
Me enseñaste a manejar
Me llevaste a navegar
Por no dejar de trabajar
Carajo, me diste un hogar
[Pre-Coro]
Hoy brindo por tenerte aquí
Por verte sonreír por mí
Por darme ganas de vivir
Y por todo lo que aprendí
[Coro]
Quiero abrazarte y gritar ""Amén""
Que por fin, al fin, yo te encontré
Yo te encontré
Correr hasta que duelan los pies
Y decir ""No te vuelvo a perder, no otra vez""
[Verso 3]
Porque el tatuaje en tu muñeca
Nos volverá a juntar
Cuando llegue a ese lugar
Tan hermoso, otro hogar
Estando aquí, me siento diferente
Privilegiado de tenerte frente a frente
Me siento libre y transparente
Es puro amor y vida todo lo que mi alma siente
[Outro]
Y siendo honesto, yo nunca sentí nada hasta que te conocí
Es claro que yo no viví
Hasta que por fin nací
Hasta que por fin nací"
122,​yo x3,Humbe,AURORA,2021-10-22,https://genius.com/Humbe-yo-x3-lyrics,http://www.youtube.com/watch?v=_SUT2yIrGTE,"[Verso 1]
Estoy a punto de cambiar mi vida
Estoy a punto de romper mi corazón
Estoy a punto de salvar el día
Reconociendo aquello que ya murió
No puedo pedir que te detengas
Porque sé que estás siguiendo tu corazón
Y tu corazón probablemente no me pertenezca
Y por eso voy a dar el primer adiós
[Coro]
Porque hoy me importa más mi corazón
Porque hoy ya no me duele decir ""Adiós""
Porque hoy respiro el aire que faltaba
Porque hoy rеspiro ese amor
Porque hoy mе amo más que ayer
Que ayer, que ayer
[Verso 2]
La luna brilla más si la acaricias
Tormentas que desaparecerán
La fuerza del mar no me intimida
Por mis ganas yo logré nadar
A la brava me aprendí a cuidar
Logré conquistar
Todo aquello que le prometí a mamá
Todo lo que quise y hasta un poquitito más de felicidad
Falta gravedad, trabajar y trabajar, maldita humanidad
[Verso 3]
Puta humanidad, que me encierra
Y que me inunda de inseguridad
Cambia mi realidad y me intenta detener
Pa' no poder llegar
Pero ya no más
(Ya no más, ya no más)
Me quedo con mi paz
(Me quedo con mi paz)
[Coro]
Porque hoy me importa más mi corazón
Porque hoy ya no me duele decir ""Adiós""
Porque hoy respiro el aire que faltaba
Porque hoy respiro ese amor
Porque hoy me amo más que ayer
Que ayer, que ayer
[Coro]
Porque hoy me importa más mi corazón
Porque hoy ya no me duele decir ""Adiós""
Porque hoy respiro el aire que faltaba
Porque hoy respiro ese amor
Porque hoy me amo más que ayer
Porque hoy me importa más mi corazón
Porque hoy ya no me duele decir ""Adiós""
Porque hoy respiro el aire que faltaba
Porque hoy respiro ese amor
Porque hoy me amo más que ayer
Que ayer, que ayer"
123,POR EL ESTRÉS,Humbe,AURORA,2021-11-21,https://genius.com/Humbe-por-el-estres-lyrics,http://www.youtube.com/watch?v=Vt7d0stWWUA,"[Intro]
¡He!
Na-na-da-da-da-da-he-he
Ah-ah
Oh-uh-oh
Na-na-da-da-da-da-he-he
[Verso 1]
Si tuviera todo lo que prometimos
Todas las veces que nos vimos, sería feliz
Pero desgraciadamente, este cuento
Ya acabó y me dejó su cicatriz
(Me dejó su cicatriz)
Me usaste pa' jugar
No lo quieres aceptar
No eras buena pa' escuchar
No iba a funcionar
Ay, esto era de esperar
Que me ibas a dejar
Que alguien tomе mi lugar
Y ahora me queda preguntar
[Coro]
¿Cómo tе voy a olvidar? No sé
Mi casa fuiste a quemar, se fue
Ya no te voy a saludar, ya qué
Mejor me voy a tomar por el estrés
[Verso 2]
Y por esta botella se me olvida de dónde era
Cómo Aurora era toda una doncella
No hay nadie mejor que ella
[Puente]
Oh-oh-oh-oh
Oh-oh-oh-oh
No-no-no-no-no
No-no-no-no-no-no
No-no-no
No-no-no-no
No-no-no-no
[Coro]
¿Cómo te voy a olvidar? No sé
Mi casa fuiste a quemar, se fue
Ya no te voy a saludar, ya qué
Mejor me voy a tomar por el estrés
[Outro]
Y por esta botella"
124,​tú me hiciste volar,Humbe,ENTROPÍA,2021-03-12,https://genius.com/Humbe-tu-me-hiciste-volar-lyrics,http://www.youtube.com/watch?v=fXnEAZW__RU,"[Verso 1]
Esto no es normal
Muy bueno para poder ser verdad
Siempre que escribo por la noche
Escribo de mi soledad
Ansiedad, todo lo que ella me da
[Coro]
Tú me hiciste volar, hasta desvestirte
Solo componer para comprender
Esto que a mí me mamó
Ayúdame a poderte-te-te
Traducir cada movimiento que haces
Con ese cuerpo que me ama y amo
[Verso 2]
Tú me hiciste volar, cambiar
Hasta aprendí a bailar por ti
Es tan particular lo raro que sentí
La primera vez, mucho que decir
Se nos fue el tiempo, me besaste y yo feliz
Quisimos bailar, Mandala iba a cerrar
Le rogué al mesero unas copas más
Me volteó los ojos, ya me iba a sacar
Me dio las sobras de alguien más
[Puente]
¿Qué más da?
Si tú estás, es más fácil volar
Ah, ah, ah
Oh, ah-ah, oh
Oh-oh-oh
[Verso 3]
Te prometo que te voy a amar
No voy a esperar a que lo haga alguien más
Porque siento que el tiempo nunca va a regresar
No va a regresar
Y te ruego que me hagas volar
Fuera las mentiras, solo dime la verdad
Porque sí tengo miedo a que me vaya a lastimar
Te quiero aquí ya
[Coro]
Tú me hiciste volar, hasta desvestirte
Solo componer para comprender
Esto que a mí me mamó
Ayúdame a poderte-te-te
Traducir cada movimiento que haces
Con ese cuerpo que me ama y amo
[Outro]
(Tú me hiciste volar, hasta desvestirte)
(Solo componer para comprender)
(Esto que a mí me mamó)
(Ayúdame a poderte-te-te)
(Traducir cada movimiento que haces)
(Con ese cuerpo que me ama y amo)
(Tú me hiciste volar)
(Tú me hiciste volar)
(Tú me hiciste volar)"
125,​veinte,Humbe,ENTROPÍA,2021-03-12,https://genius.com/Humbe-veinte-lyrics,http://www.youtube.com/watch?v=OBrHUN4JoVw,"[Verso 1]
Tengo casi veinte y sigo sin nada que hacer
Solía sentirse tan bien
Canciones de sobra, pero sin un alma que ver
Tengo casi veinte, sin un veinte
Hago música, no billetes
No puedo ser quien quieres
Y siendo sincero no quiero crecer
Sentir me que gasté mis años sin poder ser yo
[Pre-Coro]
Y sueño con pasar un atardecer
Mi familia y colegas comiendo
Qué bien ser yo
[Coro]
Quе cuenten todo lo que quiеran
Que digan, pero que no mientan
Que escupan su veneno, pero que ya no muerdan
[Verso 2]
Les pido perdón, ando sensible
Causé un dilema, me duele decirles
Casi pierdo a mi mejor amiga
Casi pierdo hasta mi propia vida
Nos puse en riesgo, sin darme cuenta
Se me hizo fácil, solo eran ochenta
[Pre-Coro]
Pero, Dios, te lo juro, no lo vuelvo a hacer
No te vuelvo a fallar por segunda vez
No lo vuelvo a hacer
[Coro]
Que cuenten todo lo que quieran
Que digan, pero que no mientan
Que escupan su veneno
Pero que ya no muerdan
[Outro]
Te juro que te voy a amar
Que nunca te voy a soltar
Tú me ayudas a respirar
Cuando no sé nadar
Por más profundo que sea el mar"
126,ENTROPÍA,Humbe,ENTROPÍA,2021-03-12,https://genius.com/Humbe-entropia-lyrics,http://www.youtube.com/watch?v=ja4FL1zBHFI,"[Refrán]
Yo no sé en qué momento se fue todo mal
Vi caer mis barreras, me volví a quemar
Curé mis cicatrices, abriste unas más
Jugaste muy mal
[Verso 1]
¿Qué te hace pensar que me voy a quedar?
Eso nunca va a pasar, última oportunidad
No me vas a ver llorar
¿Cuántas veces se pregunta dónde estás?
Dices, ""No tengo señal""
Sé muy bien con quien estás
No me mientas más, por favor, no más
[Refrán]
Yo no sé en qué momento se fue todo mal
Vi caer mis barreras, me volví a quemar
Curé mis cicatrices, abristе unas más
Jugaste muy mal
[Coro]
Me quedé sin nada
Cuánta solеdad, gravitacional
Es esa mirada
Me hace extrañar, me hace enojar
[Post-Coro]
(Me hace extrañar)
(Me hace enojar)
(Me hace extrañar)
(Me hace enojar)
[Verso 2]
Mira, la verdad sí tengo miedo
Quita este fuego de mi pecho
Mía, eras mía y no te tengo
Ira pasa por todo mi cuerpo
[Refrán]
Yo no sé en qué momento se fue todo mal
Vi caer mis barreras, me volví a quemar
Curé mis cicatrices, abriste una más
Jugaste muy mal
[Coro]
Me quedé sin nada
Cuánta soledad, gravitacional
Es esa mirada
Me hace extrañar, me hace enojar
[Post-Coro]
(Me hace extrañar)
(Me hace enojar)
(Me hace extrañar)
(Me hace enojar)"
127,Dieznoches,Humbe,ENTROPÍA,2021-03-12,https://genius.com/Humbe-dieznoches-lyrics,http://www.youtube.com/watch?v=JgyY6T5TcoQ,"[Verso 1]
No puede ser, nunca te volví a ver
Pasaron diez noches y aun no te encontré
No puedo dejarte de buscar
Te extraño
[Pre-Coro]
Hay veces que solo cuento hasta tres
Porque es lo que tarda en llegarme el estrés
Llevo días ya sin rasurar, mares voy a naufragar
Si es lo que cuesta encontrarte, y
[Coro]
Te buscaré, no puedo seguir sin esos labios
Que me besaron, labios que se quedaron aquí
Te encontraré, te haré sentir lo mismo por mí
Así
[Verso 2]
""Hola, ¿cómo estás? Te invito a bailar""
Esas simples palabras me hicieron temblar
No sé si fue tu forma de hablar
No mames, me hiciste volar hasta aquí
[Pre-Coro]
Y por más que odie el olor a cigarro
Con gusto respiro el humo de tus manos
No me gustan esos vicios, pero me gustas tú
[Coro]
Te buscaré, no puedo vivir sin esos labios
Que me besaron, labios que se quedaron aquí
Te encontraré, te haré sentir lo mismo por mí
Así"
