song_id,lgbtfobico,no_lgbtfobico,label
322,1,4,no_lgbtfobico
603,0,5,no_lgbtfobico
548,1,4,no_lgbtfobico
244,0,5,no_lgbtfobico
203,1,4,no_lgbtfobico
301,4,1,lgbtfobico
491,1,4,no_lgbtfobico
184,0,5,no_lgbtfobico
315,0,5,no_lgbtfobico
173,1,4,no_lgbtfobico
356,1,4,no_lgbtfobico
304,0,5,no_lgbtfobico
363,1,4,no_lgbtfobico
59,1,4,no_lgbtfobico
217,0,5,no_lgbtfobico
233,0,5,no_lgbtfobico
294,0,5,no_lgbtfobico
594,1,4,no_lgbtfobico
52,0,5,no_lgbtfobico
625,1,4,no_lgbtfobico
569,0,5,no_lgbtfobico
534,0,5,no_lgbtfobico
419,0,5,no_lgbtfobico
606,0,5,no_lgbtfobico
162,0,5,no_lgbtfobico
108,1,4,no_lgbtfobico
25,1,4,no_lgbtfobico
499,1,4,no_lgbtfobico
584,1,4,no_lgbtfobico
1,0,5,no_lgbtfobico
366,0,5,no_lgbtfobico
408,0,5,no_lgbtfobico
443,1,4,no_lgbtfobico
335,0,5,no_lgbtfobico
313,1,4,no_lgbtfobico
513,0,5,no_lgbtfobico
394,0,5,no_lgbtfobico
53,2,3,no_lgbtfobico
308,0,5,no_lgbtfobico
357,0,5,no_lgbtfobico
412,1,4,no_lgbtfobico
514,0,5,no_lgbtfobico
274,1,4,no_lgbtfobico
290,0,5,no_lgbtfobico
518,1,4,no_lgbtfobico
50,0,5,no_lgbtfobico
407,1,4,no_lgbtfobico
367,2,3,no_lgbtfobico
609,0,5,no_lgbtfobico
406,1,4,no_lgbtfobico
564,1,4,no_lgbtfobico
266,0,5,no_lgbtfobico
528,1,4,no_lgbtfobico
402,1,4,no_lgbtfobico
563,0,5,no_lgbtfobico
33,1,4,no_lgbtfobico
574,1,4,no_lgbtfobico
5,0,5,no_lgbtfobico
123,1,4,no_lgbtfobico
182,1,4,no_lgbtfobico
34,1,4,no_lgbtfobico
326,1,4,no_lgbtfobico
117,0,5,no_lgbtfobico
492,0,5,no_lgbtfobico
204,0,5,no_lgbtfobico
462,2,3,no_lgbtfobico
488,1,4,no_lgbtfobico
486,1,4,no_lgbtfobico
555,1,4,no_lgbtfobico
258,1,4,no_lgbtfobico
109,0,5,no_lgbtfobico
283,1,4,no_lgbtfobico
94,1,4,no_lgbtfobico
285,1,4,no_lgbtfobico
369,1,4,no_lgbtfobico
261,2,3,no_lgbtfobico
83,0,5,no_lgbtfobico
151,1,4,no_lgbtfobico
508,0,5,no_lgbtfobico
493,0,5,no_lgbtfobico
467,3,2,lgbtfobico
560,1,4,no_lgbtfobico
137,2,3,no_lgbtfobico
139,0,5,no_lgbtfobico
532,1,4,no_lgbtfobico
477,1,4,no_lgbtfobico
286,1,4,no_lgbtfobico
224,0,5,no_lgbtfobico
212,1,4,no_lgbtfobico
480,2,3,no_lgbtfobico
557,0,5,no_lgbtfobico
82,0,5,no_lgbtfobico
26,0,5,no_lgbtfobico
464,1,4,no_lgbtfobico
32,0,5,no_lgbtfobico
267,0,5,no_lgbtfobico
345,2,3,no_lgbtfobico
43,1,4,no_lgbtfobico
377,0,5,no_lgbtfobico
626,1,4,no_lgbtfobico
386,0,5,no_lgbtfobico
463,0,5,no_lgbtfobico
572,1,4,no_lgbtfobico
102,0,5,no_lgbtfobico
142,1,4,no_lgbtfobico
17,1,4,no_lgbtfobico
209,0,5,no_lgbtfobico
436,1,4,no_lgbtfobico
243,0,5,no_lgbtfobico
119,0,5,no_lgbtfobico
538,1,4,no_lgbtfobico
218,1,4,no_lgbtfobico
618,1,4,no_lgbtfobico
165,1,4,no_lgbtfobico
615,0,5,no_lgbtfobico
327,1,4,no_lgbtfobico
81,1,4,no_lgbtfobico
89,0,5,no_lgbtfobico
259,0,5,no_lgbtfobico
185,0,5,no_lgbtfobico
219,1,4,no_lgbtfobico
154,1,4,no_lgbtfobico
106,2,3,no_lgbtfobico
306,0,5,no_lgbtfobico
104,1,4,no_lgbtfobico
298,1,4,no_lgbtfobico
399,2,3,no_lgbtfobico
511,4,1,lgbtfobico
80,1,4,no_lgbtfobico
349,1,4,no_lgbtfobico
515,1,4,no_lgbtfobico
537,1,4,no_lgbtfobico
494,1,4,no_lgbtfobico
579,1,4,no_lgbtfobico
485,1,4,no_lgbtfobico
506,1,4,no_lgbtfobico
351,1,4,no_lgbtfobico
595,1,4,no_lgbtfobico
221,0,5,no_lgbtfobico
627,1,4,no_lgbtfobico
77,1,4,no_lgbtfobico
479,1,4,no_lgbtfobico
381,1,4,no_lgbtfobico
120,0,5,no_lgbtfobico
380,0,5,no_lgbtfobico
530,0,5,no_lgbtfobico
457,0,5,no_lgbtfobico
99,0,5,no_lgbtfobico
373,0,5,no_lgbtfobico
240,0,5,no_lgbtfobico
35,0,5,no_lgbtfobico
324,0,5,no_lgbtfobico
575,0,5,no_lgbtfobico
372,0,5,no_lgbtfobico
16,0,5,no_lgbtfobico
452,0,5,no_lgbtfobico
602,1,4,no_lgbtfobico
268,0,5,no_lgbtfobico
453,0,5,no_lgbtfobico
592,0,5,no_lgbtfobico
12,0,5,no_lgbtfobico
100,1,4,no_lgbtfobico
495,0,5,no_lgbtfobico
289,0,5,no_lgbtfobico
57,0,5,no_lgbtfobico
588,0,5,no_lgbtfobico
111,0,5,no_lgbtfobico
409,0,5,no_lgbtfobico
307,0,5,no_lgbtfobico
497,0,5,no_lgbtfobico
178,0,5,no_lgbtfobico
194,1,4,no_lgbtfobico
544,0,5,no_lgbtfobico
125,3,2,lgbtfobico
509,0,5,no_lgbtfobico
352,0,5,no_lgbtfobico
157,2,3,no_lgbtfobico
425,0,5,no_lgbtfobico
516,1,4,no_lgbtfobico
295,0,5,no_lgbtfobico
396,1,4,no_lgbtfobico
239,0,5,no_lgbtfobico
156,0,5,no_lgbtfobico
299,0,5,no_lgbtfobico
539,0,5,no_lgbtfobico
561,1,4,no_lgbtfobico
69,0,5,no_lgbtfobico
169,0,5,no_lgbtfobico
158,1,4,no_lgbtfobico
155,1,4,no_lgbtfobico
414,1,4,no_lgbtfobico
84,0,5,no_lgbtfobico
578,0,5,no_lgbtfobico
601,0,5,no_lgbtfobico
593,0,5,no_lgbtfobico
206,0,5,no_lgbtfobico
346,0,5,no_lgbtfobico
456,0,5,no_lgbtfobico
213,0,5,no_lgbtfobico
591,0,5,no_lgbtfobico
426,0,5,no_lgbtfobico
312,1,4,no_lgbtfobico
404,0,5,no_lgbtfobico
320,1,4,no_lgbtfobico
549,0,5,no_lgbtfobico
507,0,5,no_lgbtfobico
353,0,5,no_lgbtfobico
287,0,5,no_lgbtfobico
577,1,4,no_lgbtfobico
338,0,5,no_lgbtfobico
379,4,1,lgbtfobico
113,0,5,no_lgbtfobico
420,1,4,no_lgbtfobico
459,1,4,no_lgbtfobico
95,0,5,no_lgbtfobico
543,0,5,no_lgbtfobico
177,2,3,no_lgbtfobico
421,0,5,no_lgbtfobico
138,0,5,no_lgbtfobico
500,0,5,no_lgbtfobico
483,0,5,no_lgbtfobico
524,0,5,no_lgbtfobico
22,0,5,no_lgbtfobico
90,0,5,no_lgbtfobico
441,0,5,no_lgbtfobico
297,0,5,no_lgbtfobico
256,0,5,no_lgbtfobico
245,0,5,no_lgbtfobico
292,1,4,no_lgbtfobico
531,0,5,no_lgbtfobico
449,1,4,no_lgbtfobico
364,2,3,no_lgbtfobico
389,3,2,lgbtfobico
7,0,5,no_lgbtfobico
170,1,4,no_lgbtfobico
587,1,4,no_lgbtfobico
417,1,4,no_lgbtfobico
229,1,4,no_lgbtfobico
133,0,5,no_lgbtfobico
316,3,2,lgbtfobico
368,0,5,no_lgbtfobico
519,0,5,no_lgbtfobico
599,0,5,no_lgbtfobico
2,0,5,no_lgbtfobico
171,1,4,no_lgbtfobico
332,5,0,lgbtfobico
226,0,5,no_lgbtfobico
29,0,5,no_lgbtfobico
147,0,5,no_lgbtfobico
126,3,2,lgbtfobico
161,0,5,no_lgbtfobico
505,0,5,no_lgbtfobico
54,0,5,no_lgbtfobico
92,1,4,no_lgbtfobico
130,4,1,lgbtfobico
413,0,5,no_lgbtfobico
392,0,5,no_lgbtfobico
75,0,5,no_lgbtfobico
446,0,5,no_lgbtfobico
300,0,5,no_lgbtfobico
74,0,5,no_lgbtfobico
127,1,4,no_lgbtfobico
533,1,4,no_lgbtfobico
573,2,3,no_lgbtfobico
269,0,5,no_lgbtfobico
63,1,4,no_lgbtfobico
238,0,5,no_lgbtfobico
6,1,4,no_lgbtfobico
325,0,5,no_lgbtfobico
30,1,4,no_lgbtfobico
237,0,5,no_lgbtfobico
536,0,5,no_lgbtfobico
228,0,5,no_lgbtfobico
4,0,5,no_lgbtfobico
76,0,5,no_lgbtfobico
314,0,5,no_lgbtfobico
580,0,5,no_lgbtfobico
610,0,5,no_lgbtfobico
71,0,5,no_lgbtfobico
323,0,5,no_lgbtfobico
522,0,5,no_lgbtfobico
542,0,5,no_lgbtfobico
431,0,5,no_lgbtfobico
13,0,5,no_lgbtfobico
403,0,5,no_lgbtfobico
571,0,5,no_lgbtfobico
416,0,5,no_lgbtfobico
172,0,5,no_lgbtfobico
246,0,5,no_lgbtfobico
521,1,4,no_lgbtfobico
608,2,3,no_lgbtfobico
260,1,4,no_lgbtfobico
188,0,5,no_lgbtfobico
362,1,4,no_lgbtfobico
541,0,5,no_lgbtfobico
273,1,4,no_lgbtfobico
455,1,4,no_lgbtfobico
570,0,5,no_lgbtfobico
58,0,5,no_lgbtfobico
391,0,5,no_lgbtfobico
465,0,5,no_lgbtfobico
586,1,4,no_lgbtfobico
410,0,5,no_lgbtfobico
475,1,4,no_lgbtfobico
196,0,5,no_lgbtfobico
622,1,4,no_lgbtfobico
445,0,5,no_lgbtfobico
562,0,5,no_lgbtfobico
344,0,5,no_lgbtfobico
174,0,5,no_lgbtfobico
101,1,4,no_lgbtfobico
589,0,5,no_lgbtfobico
250,1,4,no_lgbtfobico
296,0,5,no_lgbtfobico
490,2,3,no_lgbtfobico
168,0,5,no_lgbtfobico
331,1,4,no_lgbtfobico
279,0,5,no_lgbtfobico
230,0,5,no_lgbtfobico
395,0,5,no_lgbtfobico
529,0,5,no_lgbtfobico
37,1,4,no_lgbtfobico
470,0,5,no_lgbtfobico
107,0,5,no_lgbtfobico
68,0,5,no_lgbtfobico
116,0,5,no_lgbtfobico
179,0,5,no_lgbtfobico
473,0,5,no_lgbtfobico
590,0,5,no_lgbtfobico
318,1,4,no_lgbtfobico
512,0,5,no_lgbtfobico
51,1,4,no_lgbtfobico
64,0,5,no_lgbtfobico
48,0,5,no_lgbtfobico
629,0,5,no_lgbtfobico
249,0,5,no_lgbtfobico
375,0,5,no_lgbtfobico
423,1,4,no_lgbtfobico
358,0,5,no_lgbtfobico
424,1,4,no_lgbtfobico
350,1,4,no_lgbtfobico
329,0,5,no_lgbtfobico
384,1,4,no_lgbtfobico
440,1,4,no_lgbtfobico
526,0,5,no_lgbtfobico
67,0,5,no_lgbtfobico
451,1,4,no_lgbtfobico
70,1,4,no_lgbtfobico
554,1,4,no_lgbtfobico
251,0,5,no_lgbtfobico
96,0,5,no_lgbtfobico
546,0,5,no_lgbtfobico
319,0,5,no_lgbtfobico
422,1,4,no_lgbtfobico
231,4,1,lgbtfobico
214,0,5,no_lgbtfobico
305,1,4,no_lgbtfobico
321,0,5,no_lgbtfobico
576,1,4,no_lgbtfobico
550,1,4,no_lgbtfobico
439,0,5,no_lgbtfobico
140,0,5,no_lgbtfobico
484,0,5,no_lgbtfobico
527,3,2,lgbtfobico
62,0,5,no_lgbtfobico
382,0,5,no_lgbtfobico
585,1,4,no_lgbtfobico
61,1,4,no_lgbtfobico
88,0,5,no_lgbtfobico
166,0,5,no_lgbtfobico
348,1,4,no_lgbtfobico
567,0,5,no_lgbtfobico
354,0,5,no_lgbtfobico
234,1,4,no_lgbtfobico
236,1,4,no_lgbtfobico
616,0,5,no_lgbtfobico
303,0,5,no_lgbtfobico
310,0,5,no_lgbtfobico
9,1,4,no_lgbtfobico
359,0,5,no_lgbtfobico
193,0,5,no_lgbtfobico
291,0,5,no_lgbtfobico
558,0,5,no_lgbtfobico
112,1,4,no_lgbtfobico
175,0,5,no_lgbtfobico
371,0,5,no_lgbtfobico
582,0,5,no_lgbtfobico
612,0,5,no_lgbtfobico
376,4,1,lgbtfobico
334,0,5,no_lgbtfobico
387,0,5,no_lgbtfobico
540,0,5,no_lgbtfobico
135,0,5,no_lgbtfobico
98,0,5,no_lgbtfobico
620,0,5,no_lgbtfobico
159,0,5,no_lgbtfobico
152,0,5,no_lgbtfobico
86,0,5,no_lgbtfobico
201,0,5,no_lgbtfobico
263,0,5,no_lgbtfobico
55,0,5,no_lgbtfobico
275,0,5,no_lgbtfobico
23,0,5,no_lgbtfobico
47,1,4,no_lgbtfobico
614,0,5,no_lgbtfobico
293,1,4,no_lgbtfobico
190,0,5,no_lgbtfobico
200,0,5,no_lgbtfobico
311,0,5,no_lgbtfobico
124,0,5,no_lgbtfobico
253,0,5,no_lgbtfobico
341,0,5,no_lgbtfobico
337,0,5,no_lgbtfobico
302,0,5,no_lgbtfobico
581,1,4,no_lgbtfobico
220,0,5,no_lgbtfobico
145,0,5,no_lgbtfobico
365,0,5,no_lgbtfobico
481,0,5,no_lgbtfobico
525,1,4,no_lgbtfobico
141,0,5,no_lgbtfobico
598,0,5,no_lgbtfobico
27,0,5,no_lgbtfobico
18,0,5,no_lgbtfobico
146,0,5,no_lgbtfobico
24,0,5,no_lgbtfobico
60,0,5,no_lgbtfobico
444,0,5,no_lgbtfobico
328,0,5,no_lgbtfobico
282,0,5,no_lgbtfobico
418,0,5,no_lgbtfobico
503,0,5,no_lgbtfobico
21,0,5,no_lgbtfobico
15,0,5,no_lgbtfobico
604,0,5,no_lgbtfobico
435,0,5,no_lgbtfobico
195,0,5,no_lgbtfobico
611,0,5,no_lgbtfobico
559,0,5,no_lgbtfobico
471,0,5,no_lgbtfobico
336,0,5,no_lgbtfobico
134,0,5,no_lgbtfobico
556,3,2,lgbtfobico
270,0,5,no_lgbtfobico
191,2,3,no_lgbtfobico
501,0,5,no_lgbtfobico
167,0,5,no_lgbtfobico
197,0,5,no_lgbtfobico
398,0,5,no_lgbtfobico
28,0,5,no_lgbtfobico
411,0,5,no_lgbtfobico
474,0,5,no_lgbtfobico
264,0,5,no_lgbtfobico
447,0,5,no_lgbtfobico
388,1,4,no_lgbtfobico
205,0,5,no_lgbtfobico
93,0,5,no_lgbtfobico
66,0,5,no_lgbtfobico
476,0,5,no_lgbtfobico
487,0,5,no_lgbtfobico
461,0,5,no_lgbtfobico
405,0,5,no_lgbtfobico
242,0,5,no_lgbtfobico
397,0,5,no_lgbtfobico
183,0,5,no_lgbtfobico
148,0,5,no_lgbtfobico
232,0,5,no_lgbtfobico
430,0,5,no_lgbtfobico
103,0,5,no_lgbtfobico
176,0,5,no_lgbtfobico
14,0,5,no_lgbtfobico
129,1,4,no_lgbtfobico
333,0,5,no_lgbtfobico
458,0,5,no_lgbtfobico
284,0,5,no_lgbtfobico
597,1,4,no_lgbtfobico
247,0,5,no_lgbtfobico
535,0,5,no_lgbtfobico
38,0,5,no_lgbtfobico
613,0,5,no_lgbtfobico
49,0,5,no_lgbtfobico
277,0,5,no_lgbtfobico
252,0,5,no_lgbtfobico
271,0,5,no_lgbtfobico
523,0,5,no_lgbtfobico
605,0,5,no_lgbtfobico
482,0,5,no_lgbtfobico
39,0,5,no_lgbtfobico
210,0,5,no_lgbtfobico
566,0,5,no_lgbtfobico
448,0,5,no_lgbtfobico
472,0,5,no_lgbtfobico
433,0,5,no_lgbtfobico
265,0,5,no_lgbtfobico
454,2,3,no_lgbtfobico
619,1,4,no_lgbtfobico
202,0,5,no_lgbtfobico
199,1,4,no_lgbtfobico
339,0,5,no_lgbtfobico
128,1,4,no_lgbtfobico
192,1,4,no_lgbtfobico
288,1,4,no_lgbtfobico
149,3,2,lgbtfobico
46,0,5,no_lgbtfobico
262,0,5,no_lgbtfobico
621,0,5,no_lgbtfobico
520,0,5,no_lgbtfobico
8,0,5,no_lgbtfobico
361,0,5,no_lgbtfobico
41,0,5,no_lgbtfobico
347,0,5,no_lgbtfobico
208,1,4,no_lgbtfobico
551,0,5,no_lgbtfobico
390,0,5,no_lgbtfobico
545,0,5,no_lgbtfobico
309,0,5,no_lgbtfobico
44,1,4,no_lgbtfobico
374,0,5,no_lgbtfobico
227,0,5,no_lgbtfobico
257,0,5,no_lgbtfobico
429,0,5,no_lgbtfobico
248,0,5,no_lgbtfobico
623,1,4,no_lgbtfobico
385,0,5,no_lgbtfobico
442,0,5,no_lgbtfobico
510,0,5,no_lgbtfobico
596,0,5,no_lgbtfobico
160,0,5,no_lgbtfobico
122,0,5,no_lgbtfobico
164,0,5,no_lgbtfobico
432,0,5,no_lgbtfobico
437,0,5,no_lgbtfobico
415,0,5,no_lgbtfobico
468,0,5,no_lgbtfobico
65,0,5,no_lgbtfobico
91,0,5,no_lgbtfobico
121,0,5,no_lgbtfobico
31,1,4,no_lgbtfobico
87,0,5,no_lgbtfobico
340,0,5,no_lgbtfobico
498,0,5,no_lgbtfobico
624,0,5,no_lgbtfobico
115,0,5,no_lgbtfobico
383,0,5,no_lgbtfobico
150,0,5,no_lgbtfobico
153,0,5,no_lgbtfobico
370,0,5,no_lgbtfobico
469,0,5,no_lgbtfobico
628,0,5,no_lgbtfobico
131,0,5,no_lgbtfobico
180,0,5,no_lgbtfobico
118,0,5,no_lgbtfobico
478,0,5,no_lgbtfobico
428,0,5,no_lgbtfobico
276,1,4,no_lgbtfobico
600,0,5,no_lgbtfobico
211,0,5,no_lgbtfobico
72,0,5,no_lgbtfobico
235,1,4,no_lgbtfobico
