,Unnamed: 0,id,tweet,author,gender
31,31,1008c35dc72c34ead679c539a0ed7c24,controversial bakery fights back against cornish pasty fascists it s all kicking aff in cornwall,0,0
32,32,1008c35dc72c34ead679c539a0ed7c24,who says scottish football is boring,0,0
33,33,1008c35dc72c34ead679c539a0ed7c24,amazing vertical view of manhattan new york in by andreas feininger,0,0
34,34,1008c35dc72c34ead679c539a0ed7c24,kyle lavatory s makes a double insertion in his first ever epl scotland game for the glasgow raiders after his roster ref,0,0
35,35,1008c35dc72c34ead679c539a0ed7c24,headphonemoment headphones on,0,0
36,36,1008c35dc72c34ead679c539a0ed7c24,,0,0
37,37,1008c35dc72c34ead679c539a0ed7c24,absolutely brilliant tempo to this game at fir park scottish football is fucking amazing,0,0
38,38,1008c35dc72c34ead679c539a0ed7c24,here you go one of our favourite bands ever,0,0
39,39,1008c35dc72c34ead679c539a0ed7c24,holy crap we really are going up that creek without a steering wheel aren t we,0,0
40,40,1008c35dc72c34ead679c539a0ed7c24,,0,0
41,41,1008c35dc72c34ead679c539a0ed7c24,have great time in city head doon the black bull on leith st for some rawk choons,0,0
42,42,1008c35dc72c34ead679c539a0ed7c24,this man wants to drag uk back to some georgian age of empire that even the victorians baulked at,0,0
43,43,1008c35dc72c34ead679c539a0ed7c24,you have gone full paul again,0,0
44,44,1008c35dc72c34ead679c539a0ed7c24,this is you in the bull isn t it,0,0
45,45,1008c35dc72c34ead679c539a0ed7c24,a rare picture of in the kinch,0,0
46,46,1008c35dc72c34ead679c539a0ed7c24,time to get the air drums out,0,0
47,47,1008c35dc72c34ead679c539a0ed7c24,ha no chance,0,0
48,48,1008c35dc72c34ead679c539a0ed7c24,i just saw a guy walking his cat on a leash around the street we live cat did not look happy,0,0
49,49,1008c35dc72c34ead679c539a0ed7c24,bands f c pink floyd,0,0
50,50,1008c35dc72c34ead679c539a0ed7c24,live in leith please support pls thanks,0,0
51,51,1008c35dc72c34ead679c539a0ed7c24,the lady who normal cuts my barber was shut so i had to venture to somewhere else the guy who i did go to proceeded to try and turn my hair into some sort modern style i applaud his attempts,0,0
52,52,1008c35dc72c34ead679c539a0ed7c24,the filthy tongues jacob s ladder saturday grooves,0,0
53,53,1008c35dc72c34ead679c539a0ed7c24,retweet to win one lucky retweeter will get one of each of our brilliant new button badges winner friday bands fc wh,0,0
54,54,1008c35dc72c34ead679c539a0ed7c24,bands f c marillion,0,0
55,55,1008c35dc72c34ead679c539a0ed7c24,hope he was using mother s pride bread,0,0
56,56,1008c35dc72c34ead679c539a0ed7c24,mother s pride bread makes the best toast,0,0
57,57,1008c35dc72c34ead679c539a0ed7c24,yep pretty much schoolyard humour that should stay in schoolyard,0,0
58,58,1008c35dc72c34ead679c539a0ed7c24,no soap dodging for you,0,0
59,59,1008c35dc72c34ead679c539a0ed7c24,the new livingston manager gary holt last night we all have to be fighting from the same hymn sheet i think the livv y players need to come on to the pitch with this,0,0
60,60,1008c35dc72c34ead679c539a0ed7c24,will just leave this here,0,0
61,61,1008c35dc72c34ead679c539a0ed7c24,another goes to the great gig in the sky lynyrd skynyrd,0,0
62,62,1008c35dc72c34ead679c539a0ed7c24,,0,0
63,63,1008c35dc72c34ead679c539a0ed7c24,and his friends walking into the local pub this evening,0,0
64,64,1008c35dc72c34ead679c539a0ed7c24,i am bit unsure of this untold tagline they are using bruce s story is very well known and there are plenty of historical texts still you cannie beat a good medieval bloody battle especially when its a scots army handing an english army its arse,0,0
65,65,1008c35dc72c34ead679c539a0ed7c24,the way english peeps say banana bananrr,0,0
66,66,1008c35dc72c34ead679c539a0ed7c24,blokes in the pub talk no deal brexit interesting discussion worth a listen,0,0
67,67,1008c35dc72c34ead679c539a0ed7c24,good on steven tyler,0,0
68,68,1008c35dc72c34ead679c539a0ed7c24,there literally a border with security around this beer without borders,0,0
69,69,1008c35dc72c34ead679c539a0ed7c24,when you hear the end of the f ing world series has been commissioned teotfw,0,0
70,70,1008c35dc72c34ead679c539a0ed7c24,i loved that show,0,0
71,71,1008c35dc72c34ead679c539a0ed7c24,great crowd gathered outside the city chambers as hand in their massive signature strong petition to,0,0
72,72,1008c35dc72c34ead679c539a0ed7c24,evicting businesses and boarding up shops is economic vandalism,0,0
73,73,1008c35dc72c34ead679c539a0ed7c24,i think its time and i went to a raith game mon lad pick a game,0,0
74,74,1008c35dc72c34ead679c539a0ed7c24,aww man we really need movie of this say in the style of frank capra,0,0
75,75,1008c35dc72c34ead679c539a0ed7c24,flipping heck this is happening in the usa,0,0
76,76,1008c35dc72c34ead679c539a0ed7c24,ha i would have put and no one knows,0,0
77,77,1008c35dc72c34ead679c539a0ed7c24,curve clipped fuzzed up guitars all they way up loud,0,0
78,78,1008c35dc72c34ead679c539a0ed7c24,ha the tag line untold story i seem to remember my history class told me a lot of the story unless they left things out,0,0
79,79,1008c35dc72c34ead679c539a0ed7c24,outlaw king official trailer hd netflix chris pine s scottish accent does not sound that bad i hope they have the scene where bruce takes a knight s head off during the battle of bannockburn,0,0
80,80,1008c35dc72c34ead679c539a0ed7c24,here s something mad we re finalists in the favourite beer craft brewer category at tomorrow s scottish bar amp pub award,0,0
81,81,1008c35dc72c34ead679c539a0ed7c24,leith doesnt need more visitors it needs more social housing amp less toxic corporate developments by save l,0,0
82,82,1008c35dc72c34ead679c539a0ed7c24,here s a poem entitled thirty rules for midlife rebellion,0,0
83,83,1008c35dc72c34ead679c539a0ed7c24,there you go noo is yer chance,0,0
84,84,1008c35dc72c34ead679c539a0ed7c24,hardcore scottish dinner,0,0
85,85,1008c35dc72c34ead679c539a0ed7c24,the coven returns what a thrilling night with the legend stevie nicks on the set of ahs,0,0
86,86,1008c35dc72c34ead679c539a0ed7c24,ha same thing happens to us scots when go abroad i just normally say oh aye i ken jock he s a bit of nippy so and so tho,0,0
87,87,1008c35dc72c34ead679c539a0ed7c24,,0,0
88,88,1008c35dc72c34ead679c539a0ed7c24,these horrible screens are back in princes street if banning access to the gardens and even benches is needed for concer,0,0
89,89,1008c35dc72c34ead679c539a0ed7c24,time to wake up from his sunday afternoon nap,0,0
90,90,1008c35dc72c34ead679c539a0ed7c24,aw man had some mad nights in there one night there was some very strangely dressed people in there turned it was some of the cast of a show that happening across in the kings having between scenes drink ha,0,0
91,91,1008c35dc72c34ead679c539a0ed7c24,i already loved stewart lee this makes me love him more excellent piece,0,0
92,92,1008c35dc72c34ead679c539a0ed7c24,we are all weird,0,0
93,93,1008c35dc72c34ead679c539a0ed7c24,robert fripp does some serious shredding on this track from eno,0,0
94,94,1008c35dc72c34ead679c539a0ed7c24,try that again here are some nice aerial shots of my hame toon i can see the many places where as kids we used to hang out and oh the pubs we tried to sneak into and get served,0,0
95,95,1008c35dc72c34ead679c539a0ed7c24,biggest regret i never got to see them play live humf,0,0
96,96,1008c35dc72c34ead679c539a0ed7c24,i have been that man,0,0
97,97,1008c35dc72c34ead679c539a0ed7c24,led zep friends more sunday tunes i am putting off learning how to use visual studio,0,0
98,98,1008c35dc72c34ead679c539a0ed7c24,i am not sure that the turkeys will vote for an early christmas,0,0
99,99,1008c35dc72c34ead679c539a0ed7c24,steve mason stars around my heart official video sunday choon,0,0
100,0,100e80cf6283b11b25f05f4d673947ea,alert the deadline to register to vote for the massachusetts state primary is today register online to vote here by,0,1
101,1,100e80cf6283b11b25f05f4d673947ea,fatal crashes reveal plight of italy s african laborers,0,1
102,2,100e80cf6283b11b25f05f4d673947ea,i think someone stole a pretty iconic building overnight boston fog pru,0,1
103,3,100e80cf6283b11b25f05f4d673947ea,more than newspapers will publish op eds on august calling out trump s treatment of the media thank you,0,1
104,4,100e80cf6283b11b25f05f4d673947ea,elephants and their ancestors once roamed much of the earth but wild populations are now confined to decreasing swaths of land,0,1
105,5,100e80cf6283b11b25f05f4d673947ea,v s naipaul controversial author and nobel laureate dies at,0,1
106,6,100e80cf6283b11b25f05f4d673947ea,in america chlamydia rates have risen by since,0,1
107,7,100e80cf6283b11b25f05f4d673947ea,fda allows controversial app to be marketed as birth control,0,1
108,8,100e80cf6283b11b25f05f4d673947ea,wow that there s some impressive diversion tactics,0,1
109,9,100e80cf6283b11b25f05f4d673947ea,one of my absolute favorite things to do is buying a new travel guide,0,1
110,10,100e80cf6283b11b25f05f4d673947ea,hen ducklings what s the deal with this picture,0,1
111,11,100e80cf6283b11b25f05f4d673947ea,necco wafer factory abruptly shuts down after company is sold to unknown buyer,0,1
112,12,100e80cf6283b11b25f05f4d673947ea,breaking ap house republicans today filed five articles of impeachment against deputy attorney general rod rosenstei,0,1
113,13,100e80cf6283b11b25f05f4d673947ea,how educators are trying to overcome language deprivation for deaf kids via,0,1
114,14,100e80cf6283b11b25f05f4d673947ea,potus has a secret batphone to foreign leaders guess who this is insane,0,1
115,15,100e80cf6283b11b25f05f4d673947ea,an elephant got caught on camera picking up trash and putting it in a garbage can,0,1
116,16,100e80cf6283b11b25f05f4d673947ea,india s water crisis is hitting women hardest here s why gender,0,1
117,17,100e80cf6283b11b25f05f4d673947ea,psst they probably haven t looked into it too closely since comey and mc cabe haven t had a clearance for months ht,0,1
118,18,100e80cf6283b11b25f05f4d673947ea,trump tweeting all caps threats at a country that bans twitter is like that person who shouts really loud at a totally d,0,1
119,19,100e80cf6283b11b25f05f4d673947ea,iran s president said in a speech yesterday that america must understand war with iran is the mother of all wars president,0,1
120,20,100e80cf6283b11b25f05f4d673947ea,this year old walks miles every day for undocumented immigrants and their families,0,1
121,21,100e80cf6283b11b25f05f4d673947ea,,0,1
122,22,100e80cf6283b11b25f05f4d673947ea,four of them have been assassinated a fifth took a bullet half the country chose open rebellion over accepting the election,0,1
123,23,100e80cf6283b11b25f05f4d673947ea,saying women can t choose to have abortions unless we re raped is telling us we don t earn autonomy over our own bodies,0,1
124,24,100e80cf6283b11b25f05f4d673947ea,nine states are now aggressively racially purging their voter rolls with supreme court blessing,0,1
125,25,100e80cf6283b11b25f05f4d673947ea,i m starting to understand how he somehow managed to go bankrupt as a casino owner,0,1
126,26,100e80cf6283b11b25f05f4d673947ea,the fbi documents released yesterday confirm that he government began wiretapping carter page a month after he left the pres,0,1
127,27,100e80cf6283b11b25f05f4d673947ea,most girls in somalia experience genital mutilation the ritual just killed a year old,0,1
128,28,100e80cf6283b11b25f05f4d673947ea,the russia investigations how many more maria butinas are there,0,1
129,29,100e80cf6283b11b25f05f4d673947ea,when you look closer at this foot jellyfish what else can you see,0,1
130,30,100e80cf6283b11b25f05f4d673947ea,a muslim man is beaten to death by a mob in western india over allegations of smuggling cows police say,0,1
131,31,100e80cf6283b11b25f05f4d673947ea,the cost of trump s endangered species act proposal,0,1
132,32,100e80cf6283b11b25f05f4d673947ea,trump wants to end automatic protections for threatened animal and plant species critics say it would speed extinctions,0,1
133,33,100e80cf6283b11b25f05f4d673947ea,what is happening,0,1
134,34,100e80cf6283b11b25f05f4d673947ea,breaking casting aside concerns about federal reserve s independence trump says he s not happy with interest rate increases,0,1
135,35,100e80cf6283b11b25f05f4d673947ea,putin now directly references agreements reached in his private mtg with trump the wh has not given any specific info,0,1
136,36,100e80cf6283b11b25f05f4d673947ea,good gravy man just say yeah it s a shitty stereotype and we see that now and we will change it it s one of like,0,1
137,37,100e80cf6283b11b25f05f4d673947ea,death toll from indonesian quake tsunami rises to agency,0,1
138,38,100e80cf6283b11b25f05f4d673947ea,breaking indonesian media citing national disaster agency says death toll from sulawesi earthquake and tsunami rises to htt,0,1
139,39,100e80cf6283b11b25f05f4d673947ea,vermont state rep kiah morris has resigned from office citing extensive racial harassment she wrote that political discourse ha,0,1
140,40,100e80cf6283b11b25f05f4d673947ea,the committee will vote on kavanaugh s nomination at today refused to vote on the motion she just walk,0,1
141,41,100e80cf6283b11b25f05f4d673947ea,female fox news commentator just now this whole year of the women thing i think they may have bit off more than they can h,0,1
142,42,100e80cf6283b11b25f05f4d673947ea,house women are also leaving the hearing in protest,0,1
143,43,100e80cf6283b11b25f05f4d673947ea,this judiciary cmte is no longer an independent branch of government we are an arm and a very weak arm of the trump wh,0,1
144,44,100e80cf6283b11b25f05f4d673947ea,citing credibility issues and the me too movement a top catholic magazine has rescinded its kavanaugh endorsement,0,1
145,45,100e80cf6283b11b25f05f4d673947ea,canada s parliament votes to strip myanmar s aung san suu kyi of honorary citizenship,0,1
146,46,100e80cf6283b11b25f05f4d673947ea,overall says call volume to the national sexual assault hotline was up percent today if you want to call it,0,1
147,47,100e80cf6283b11b25f05f4d673947ea,u s won t label atrocities against rohingya genocide,0,1
148,48,100e80cf6283b11b25f05f4d673947ea,breaking trump tells world leaders china attempting to interfere with us elections due to opposition to us trade policy,0,1
149,49,100e80cf6283b11b25f05f4d673947ea,i can t stop thinking about why ididnt report the stories are deeply personal but in some ways universal not because all wo,0,1
150,50,100e80cf6283b11b25f05f4d673947ea,as in see if we d gone after ford hard we would have scared any other woman into keeping their mouth shut,0,1
151,51,100e80cf6283b11b25f05f4d673947ea,bavarian baden road trip has come to an end miles in my german engineered car saw all the sights climbed the mtns walked the valleys gazed at the castles ate all the sp tzle most importantly huge bucket list item complete soloroadtrip,0,1
152,52,100e80cf6283b11b25f05f4d673947ea,india makes instant divorce a criminal offense,0,1
153,53,100e80cf6283b11b25f05f4d673947ea,the top of germany zugspitze,0,1
154,54,100e80cf6283b11b25f05f4d673947ea,munchen and zugspitze,0,1
155,55,100e80cf6283b11b25f05f4d673947ea,at a biergarten in munchen so many cpls here staring off into the distance long periods of time without chatter feel like i m better off solo i ve read the eu news u s shitshow msgd friends taken photos planned tomorrow caught up on life explore,0,1
156,56,100e80cf6283b11b25f05f4d673947ea,marienplatz at sunset muc explore,0,1
157,57,100e80cf6283b11b25f05f4d673947ea,only a british plane captain would say enjoy the sunshine when landing outside of the u k explore,0,1
158,58,100e80cf6283b11b25f05f4d673947ea,chinese billionaire jack ma steps down at alibaba announces successor,0,1
159,59,100e80cf6283b11b25f05f4d673947ea,billie jean king writes for the post serena williams is still treated differently than male athletes,0,1
160,60,100e80cf6283b11b25f05f4d673947ea,serena williams fined for usopen code violations,0,1
161,61,100e80cf6283b11b25f05f4d673947ea,republican sen susan collins of maine still hasn t said how she ll vote on kavanaugh he ll likely be confirmed to the s,0,1
162,62,100e80cf6283b11b25f05f4d673947ea,i love my international coin purse travelgeek explore,0,1
163,63,100e80cf6283b11b25f05f4d673947ea,the third most watched cable news program in america is a white nationalist variety show,0,1
164,64,100e80cf6283b11b25f05f4d673947ea,contraception prevents pregnancy it does not cause an abortion those are two separate processes it is disingenuous,0,1
165,65,100e80cf6283b11b25f05f4d673947ea,banished for menstruating when i have my period i have to sleep in the cowshed,0,1
166,66,100e80cf6283b11b25f05f4d673947ea,india gay sex ruling where in the world is gay sex still against the law,0,1
167,67,100e80cf6283b11b25f05f4d673947ea,the trump administration announced a new rule thursday that would allow immigrant children with their parents to be held in det,0,1
168,68,100e80cf6283b11b25f05f4d673947ea,kavanaugh was asked to clarify his stance on roe v wade after an email leaked of him saying he s not sure that all legal sc,0,1
169,69,100e80cf6283b11b25f05f4d673947ea,india throws out ban on gay sex sparking celebrations,0,1
170,70,100e80cf6283b11b25f05f4d673947ea,mike capuano didn t lose because he was caught off guard it wasn t that the race received little media attention or even beca,0,1
171,71,100e80cf6283b11b25f05f4d673947ea,makes history today as likely the first black woman to represent massachusetts in congress fun fact she s a c,0,1
172,72,100e80cf6283b11b25f05f4d673947ea,huge upset in mass in the wake of the crowley upset in new york a sign of the energy debate and upheaval in the democratic,0,1
173,73,100e80cf6283b11b25f05f4d673947ea,moose that was crowded by onlookers wanting to take its picture drowns in lake,0,1
174,74,100e80cf6283b11b25f05f4d673947ea,nearly elephants found dead near botswana sanctuary killed by poachers,0,1
175,75,100e80cf6283b11b25f05f4d673947ea,two reporters have been sentenced to seven years in prison in myanmar read the story that pr,0,1
176,76,100e80cf6283b11b25f05f4d673947ea,just because y know facts matter those billions of dollars that are and will be coming into united states coffers will,0,1
177,77,100e80cf6283b11b25f05f4d673947ea,constantly repeating a politician s lies even in an effort to debunk them is still constantly repeating a politician s li,0,1
178,78,100e80cf6283b11b25f05f4d673947ea,lyft is partnering with voto latino to take voters to polls in dodge city kansas after the city s only polling site was,0,1
179,79,100e80cf6283b11b25f05f4d673947ea,hello fellow cis non trans people important reminder that no one is asking for you to be trans but simply for you to a,0,1
180,80,100e80cf6283b11b25f05f4d673947ea,the symptoms of ovarian cancer are often called whispers because they can be easily dismissed or misdiagnosed recognize t,0,1
181,81,100e80cf6283b11b25f05f4d673947ea,tina s wish raises million for early detection ovarian cancer research at its annual benefit,0,1
182,82,100e80cf6283b11b25f05f4d673947ea,thank you to for hosting a tina s wish lunch amp learn today tw researcher of educate,0,1
183,83,100e80cf6283b11b25f05f4d673947ea,trans people say they wont be erased as trump administration mulls defining sex,0,1
184,84,100e80cf6283b11b25f05f4d673947ea,cool cool cool and bolton know this how exactly,0,1
185,85,100e80cf6283b11b25f05f4d673947ea,full bolton quote on russian meddling made today in an interview on moscow radio,0,1
186,86,100e80cf6283b11b25f05f4d673947ea,everyone deserves to be treated with fairness dignity and respect no matter what happens in washington we have laws in mas,0,1
187,87,100e80cf6283b11b25f05f4d673947ea,interestingly enough not the way the legislative process works trump says his administration will be doing a resolution,0,1
188,88,100e80cf6283b11b25f05f4d673947ea,yes,0,1
189,89,100e80cf6283b11b25f05f4d673947ea,president trump just told reporters that he will lower middle class taxes by before the election this is not possi,0,1
190,90,100e80cf6283b11b25f05f4d673947ea,early voting has begun in massachusetts you can cast your ballot early until next friday november check your to,0,1
191,91,100e80cf6283b11b25f05f4d673947ea,a new study of patients with ovarian cancer shows that ignorance about the condition is common among patients in all countries,0,1
192,92,100e80cf6283b11b25f05f4d673947ea,muslim advocates say rep duncan hunter is running the most anti muslim campaign in the country,0,1
193,93,100e80cf6283b11b25f05f4d673947ea,apanalysis u s states are taking very different approaches to spending the first emergency money from congress targeting the opi,0,1
194,94,100e80cf6283b11b25f05f4d673947ea,voters will be able to cast their ballots in the community where they re registered to vote during the early voting period,0,1
195,95,100e80cf6283b11b25f05f4d673947ea,the trump administration is considering narrowly defining gender as a biological immutable condition determined by genita,0,1
196,96,100e80cf6283b11b25f05f4d673947ea,breaking the justice department has charged a russian woman who is described as working in the russian government s acti,0,1
197,97,100e80cf6283b11b25f05f4d673947ea,a trump crowd cheering violence is a mob,0,1
198,98,100e80cf6283b11b25f05f4d673947ea,first dutch gender neutral passport issued,0,1
199,99,100e80cf6283b11b25f05f4d673947ea,the take down the defending champs,0,1
200,0,10142b769515b97369d36b9c0c47383b,per pool dep sec jeffrey rosen is representing at weekend retreat on legislative priorities,0,1
201,1,10142b769515b97369d36b9c0c47383b,breaking republican wins tied virginia legislative race after candidate s name is drawn out of a bowl,0,1
202,2,10142b769515b97369d36b9c0c47383b,our ny bureau reports new york s la guardia amp jfk airports are now officially closed due to snow according to the fa,0,1
203,3,10142b769515b97369d36b9c0c47383b,and here it is says ptc would have prevented fatal amtrak crash in wa,0,1
204,4,10142b769515b97369d36b9c0c47383b,ffs,0,1
205,5,10142b769515b97369d36b9c0c47383b,as dc prepares for the bomb cyclone my mom in houston suggests we try out a sleeticane next suggestionbox sillynames,0,1
206,6,10142b769515b97369d36b9c0c47383b,with chairman and reps and retiring from the house the committee i,0,1
207,7,10142b769515b97369d36b9c0c47383b,passenger airliner yes but two pilots on a ups plane died in a landing approach crash in cargo planes operate under mostly the same faa rules as passenger planes so this does count,0,1
208,8,10142b769515b97369d36b9c0c47383b,romanian hackers took over two thirds of washington d c s outdoor surveillance cameras just before trump s inauguration,0,1
209,9,10142b769515b97369d36b9c0c47383b,nice to meet you too anytime always up for a beer especially over the seitan hot wings at,0,1
210,10,10142b769515b97369d36b9c0c47383b,sat down with me to discuss the reauthorization being stuck in the senate and the new era of trans,0,1
211,11,10142b769515b97369d36b9c0c47383b,where is trump s cabinet it s anybody s guess,0,1
212,12,10142b769515b97369d36b9c0c47383b,suprised my mom for christmas she looked in the mirror and saw her present,0,1
213,13,10142b769515b97369d36b9c0c47383b,breaking news santa spotted cruising in an ads b equipped sleigh faa air traffic controllers at the tower are helping sa,0,1
214,14,10142b769515b97369d36b9c0c47383b,president trump is back on the course today this time spotted emptying a bottle of something onto the grass,0,1
215,15,10142b769515b97369d36b9c0c47383b,mc connell says he has no plans to go to mar a lago over the holidays i m going to a bowl game in jacksonville that s,0,1
216,16,10142b769515b97369d36b9c0c47383b,can confirm,0,1
217,17,10142b769515b97369d36b9c0c47383b,u s law schools seeking a bigger pool of students open admissions to gre test takers,0,1
218,18,10142b769515b97369d36b9c0c47383b,leader mc connell on infrastructure in to do something in that area we re going to have to have democratic participation,0,1
219,19,10142b769515b97369d36b9c0c47383b,on december pan am flight a transatlantic flight from frankfurt to detroit via london and new york was destroy,0,1
220,20,10142b769515b97369d36b9c0c47383b,house rules committee meeting at a m on cr amp disaster supplemental many hoping to wrap things up quickly tomorrow,0,1
221,21,10142b769515b97369d36b9c0c47383b,somehow i ve now talked myself into making shrimp po boys for everyone on christmas day what s wrong with me xmasintexas,0,1
222,22,10142b769515b97369d36b9c0c47383b,i did and now my mom won t stop talking about you so thanks for being awesome you jerk,0,1
223,23,10142b769515b97369d36b9c0c47383b,as my family s volume increases i escape to find a wine opener xmasintexas loudtexans,0,1
224,24,10142b769515b97369d36b9c0c47383b,i watched that movie over and over when i was a tween,0,1
225,25,10142b769515b97369d36b9c0c47383b,hey hill press corps at least it s friday right enjoy the weekend,0,1
226,26,10142b769515b97369d36b9c0c47383b,is this a cry for help,0,1
227,27,10142b769515b97369d36b9c0c47383b,aside from all the ptc talk the derailment in wa has stirred up many passenger rr s are lagging behind on implemen,0,1
228,28,10142b769515b97369d36b9c0c47383b,the u s army corps of engineers says that they estimate that the power will not be fully restored in puerto rico until,0,1
229,29,10142b769515b97369d36b9c0c47383b,sorry does that mean you won t be briefing anymore,0,1
230,30,10142b769515b97369d36b9c0c47383b,sources new jersey gov elect to nominate florida turnpike chief as transportation head,0,1
231,31,10142b769515b97369d36b9c0c47383b,that sounds pithy but obscures a key fact the track wasn t ptc enabled you could have a jetsons train from years in the future and ptc still wouldn t have worked,0,1
232,32,10142b769515b97369d36b9c0c47383b,talked about agenda here not a word about any infrastructure bill lots on welfare amp entitlements tho,0,1
233,33,10142b769515b97369d36b9c0c47383b,tune in,0,1
234,34,10142b769515b97369d36b9c0c47383b,gary cohn lightning round he doesn t own bitcoin he says he ll be in the wh in months he only watches sports on tv,0,1
235,35,10142b769515b97369d36b9c0c47383b,there s a new drive through place by my parents house it appears to just be called snacks what the heck is in there xmasintexas,0,1
236,36,10142b769515b97369d36b9c0c47383b,if you re lucky enough to make it to years old pay attention to where you re walking took a fall and ended up hanging,0,1
237,37,10142b769515b97369d36b9c0c47383b,victims of the amtrak train derailment were close friends and rail enthusiasts traveling together on the train s inaugural,0,1
238,38,10142b769515b97369d36b9c0c47383b,ntsb will hold a media availability at sea tac airport at p m pacific time on the amtrak rail accident avail will,0,1
239,39,10142b769515b97369d36b9c0c47383b,ntsb media briefing on south carolina train collision at p m et at the south carolina emergency operations center,0,1
240,40,10142b769515b97369d36b9c0c47383b,ntsb go team launching to investigate today s collision of an amtrak train and csx freight train near cayce sc,0,1
241,41,10142b769515b97369d36b9c0c47383b,new the husband of one of donald and melania trump s former household staffers scored a job at the epa he has never,0,1
242,42,10142b769515b97369d36b9c0c47383b,half the stories the nyt does about non new york places are like cleveland in a city known for a hardscrabble charm th,0,1
243,43,10142b769515b97369d36b9c0c47383b,overwhelming national loathing for the patriots thank you america,0,1
244,44,10142b769515b97369d36b9c0c47383b,breaking cuban state media say fidel castro s eldest son has killed himself,0,1
245,45,10142b769515b97369d36b9c0c47383b,i mean i ve eaten pizza rolls so why not,0,1
246,46,10142b769515b97369d36b9c0c47383b,one of the most haunting radar images i think we ll ever see the space shuttle columbia debris field years ago today,0,1
247,47,10142b769515b97369d36b9c0c47383b,a go fund me has been established to help the family of the young man who lost his life in the crozet train crash please help,0,1
248,48,10142b769515b97369d36b9c0c47383b,did you witness the grade crossing crash in crozet va wednesday jan do you have photos or video of the cra,0,1
249,49,10142b769515b97369d36b9c0c47383b,bill shuster just called for a hike in the gas tax,0,1
